B00, 0
B01, 0
B02, 17
B02, Trade, 76353.700, 65, B02, S00, 1
B02, Trade, 117928.183, 65, B02, S00, 1
B02, Trade, 118365.217, 65, B02, S00, 1
B02, Trade, 530233.400, 60, S00, B02, 1
B02, Trade, 620178.800, 65, B02, S00, 1
B02, Trade, 620561.234, 65, B02, S00, 1
B02, Trade, 621210.917, 65, B02, S01, 1
B02, Trade, 621710.417, 65, B02, S00, 1
B02, Trade, 622478.217, 65, B02, S00, 1
B02, Trade, 622743.417, 65, B02, S00, 1
B02, Trade, 623641.350, 63, S00, B02, 1
B02, Trade, 624174.984, 65, B02, S01, 1
B02, Trade, 624297.917, 65, B02, S01, 1
B02, Trade, 625231.434, 65, B02, S01, 1
B02, Trade, 625497.717, 65, B02, S01, 1
B02, Trade, 625513.650, 65, B02, S00, 1
B02, Trade, 625711.817, 65, B02, S00, 1
B03, 62
B03, Trade, 21134.483, 68, B03, S03, 1
B03, Trade, 65728.250, 68, B03, S00, 1
B03, Trade, 320918.400, 64, B03, S00, 1
B03, Trade, 388811.633, 68, B03, S03, 1
B03, Trade, 388996.000, 68, B03, S02, 1
B03, Trade, 389046.700, 68, B03, S00, 1
B03, Trade, 389117.683, 68, B03, S02, 1
B03, Trade, 389192.867, 68, B03, S02, 1
B03, Trade, 389275.583, 68, B03, S00, 1
B03, Trade, 389577.183, 68, B03, S00, 1
B03, Trade, 390082.683, 68, B03, S02, 1
B03, Trade, 390216.317, 68, B03, S00, 1
B03, Trade, 390349.100, 68, B03, S02, 1
B03, Trade, 390982.183, 68, B03, S00, 1
B03, Trade, 391181.800, 68, B03, S00, 1
B03, Trade, 391378.367, 68, B03, S02, 1
B03, Trade, 391771.517, 68, B03, S02, 1
B03, Trade, 391952.517, 68, B03, S02, 1
B03, Trade, 392055.500, 68, B03, S02, 1
B03, Trade, 392691.217, 68, B03, S00, 1
B03, Trade, 393159.667, 68, B03, S00, 1
B03, Trade, 393186.433, 68, B03, S00, 1
B03, Trade, 393535.800, 68, B03, S00, 1
B03, Trade, 394116.583, 68, B03, S02, 1
B03, Trade, 394192.167, 68, B03, S00, 1
B03, Trade, 394530.533, 68, B03, S03, 1
B03, Trade, 394668.217, 68, B03, S00, 1
B03, Trade, 394874.900, 68, B03, S02, 1
B03, Trade, 395154.617, 68, B03, S00, 1
B03, Trade, 395405.000, 68, B03, S00, 1
B03, Trade, 395971.133, 68, B03, S02, 1
B03, Trade, 439472.083, 68, B03, S02, 1
B03, Trade, 439758.783, 68, B03, S02, 1
B03, Trade, 441619.317, 68, B03, S02, 1
B03, Trade, 476034.933, 68, B03, S00, 1
B03, Trade, 501260.567, 68, B03, S01, 1
B03, Trade, 518852.700, 68, B03, S00, 1
B03, Trade, 619436.150, 67, B03, S00, 1
B03, Trade, 619821.900, 66, B03, S00, 1
B03, Trade, 621002.317, 66, B03, S00, 1
B03, Trade, 621971.484, 67, B03, S01, 1
B03, Trade, 621994.084, 67, B03, S02, 1
B03, Trade, 622869.684, 67, B03, S00, 1
B03, Trade, 625966.467, 68, B03, S01, 1
B03, Trade, 648813.800, 67, B03, S01, 1
B03, Trade, 651767.934, 68, B03, S00, 1
B03, Trade, 652764.617, 68, B03, S01, 1
B03, Trade, 655039.750, 68, B03, S03, 1
B03, Trade, 665084.484, 68, B03, S01, 1
B03, Trade, 666913.300, 68, B03, S00, 1
B03, Trade, 667037.617, 66, B03, S01, 1
B03, Trade, 667152.784, 68, B03, S01, 1
B03, Trade, 744294.567, 68, B03, S02, 1
B03, Trade, 748470.567, 68, B03, S03, 1
B03, Trade, 748723.384, 68, B03, S02, 1
B03, Trade, 748764.817, 68, B03, S02, 1
B03, Trade, 753918.217, 68, B03, S00, 1
B03, Trade, 790123.651, 68, B03, S00, 1
B03, Trade, 793438.301, 62, B03, S01, 1
B03, Trade, 796127.934, 67, B03, S01, 1
B03, Trade, 858841.701, 67, B03, S01, 1
B03, Trade, 862163.151, 68, B03, S01, 1
B04, 35
B04, Trade, 36837.050, 69, B04, S00, 1
B04, Trade, 58146.383, 70, B04, S00, 1
B04, Trade, 77816.950, 70, B04, S00, 1
B04, Trade, 119029.683, 70, B04, S03, 1
B04, Trade, 211991.650, 71, B04, S03, 1
B04, Trade, 214523.783, 71, B04, S00, 1
B04, Trade, 224005.400, 70, B04, S00, 1
B04, Trade, 242905.400, 66, S02, B04, 1
B04, Trade, 249740.000, 71, B04, S01, 1
B04, Trade, 310726.900, 70, B04, S01, 1
B04, Trade, 311630.550, 70, B04, S00, 1
B04, Trade, 415824.667, 71, B04, S00, 1
B04, Trade, 415967.383, 71, B04, S00, 1
B04, Trade, 416927.750, 71, B04, S00, 1
B04, Trade, 429905.083, 71, B04, S00, 1
B04, Trade, 430819.983, 71, B04, S00, 1
B04, Trade, 431424.200, 71, B04, S02, 1
B04, Trade, 443991.300, 68, B04, S00, 1
B04, Trade, 446547.167, 71, B04, S03, 1
B04, Trade, 496344.000, 71, B04, S00, 1
B04, Trade, 496627.167, 71, B04, S00, 1
B04, Trade, 537647.067, 70, B04, S02, 1
B04, Trade, 537785.067, 71, B04, S02, 1
B04, Trade, 538723.700, 71, B04, S02, 1
B04, Trade, 626133.450, 68, B04, S00, 1
B04, Trade, 718650.401, 71, B04, S01, 1
B04, Trade, 752994.867, 71, B04, S02, 1
B04, Trade, 753918.201, 71, B04, S03, 1
B04, Trade, 755579.167, 71, B04, S04, 1
B04, Trade, 755797.534, 71, B04, S04, 1
B04, Trade, 772006.884, 71, B04, S01, 1
B04, Trade, 809542.501, 71, B04, S00, 1
B04, Trade, 813292.701, 71, B04, S04, 1
B04, Trade, 856869.201, 71, B04, S01, 1
B04, Trade, 862547.251, 71, B04, S01, 1
B05, 100
B05, Trade, 659418.317, 73, B05, S03, 1
B05, Trade, 662828.684, 72, B05, S01, 1
B05, Trade, 666808.334, 71, B05, S01, 1
B05, Trade, 682976.334, 73, B05, S00, 1
B05, Trade, 685623.200, 73, B05, S00, 1
B05, Trade, 687281.884, 73, B05, S03, 1
B05, Trade, 688642.500, 73, B05, S03, 1
B05, Trade, 697699.767, 71, B05, S02, 1
B05, Trade, 703365.517, 73, B05, S02, 1
B05, Trade, 714015.834, 70, B05, S00, 1
B05, Trade, 720294.934, 73, B05, S05, 1
B05, Trade, 768611.051, 73, B05, S03, 1
B05, Trade, 783993.634, 73, B05, S03, 1
B05, Trade, 784970.784, 73, B05, S00, 1
B05, Trade, 785296.401, 72, B05, S00, 1
B05, Trade, 785677.167, 73, B05, S01, 1
