B00, 0
B01, 2
B01, Trade, 542192.550, 62, B01, S01, 1
B01, Trade, 598079.700, 61, B01, S00, 1
B02, 3
B02, Trade, 356048.867, 65, B02, S00, 1
B02, Trade, 600754.750, 64, B02, S00, 1
B02, Trade, 640590.000, 65, B02, S01, 1
B03, 44
B03, Trade, 173944.750, 68, B03, S00, 1
B03, Trade, 174906.983, 68, B03, S01, 1
B03, Trade, 175062.900, 68, B03, S00, 1
B03, Trade, 175149.000, 68, B03, S01, 1
B03, Trade, 175570.533, 68, B03, S00, 1
B03, Trade, 175845.950, 68, B03, S00, 1
B03, Trade, 176078.350, 68, B03, S01, 1
B03, Trade, 177423.633, 68, B03, S00, 1
B03, Trade, 177823.767, 68, B03, S01, 1
B03, Trade, 177922.983, 68, B03, S01, 1
B03, Trade, 179237.650, 68, B03, S01, 1
B03, Trade, 195132.217, 68, B03, S00, 1
B03, Trade, 323740.650, 68, B03, S01, 1
B03, Trade, 330946.600, 68, B03, S00, 1
B03, Trade, 370246.850, 67, B03, S00, 1
B03, Trade, 385138.483, 68, B03, S01, 1
B03, Trade, 413218.017, 68, B03, S00, 1
B03, Trade, 413252.917, 68, B03, S01, 1
B03, Trade, 413727.667, 68, B03, S01, 1
B03, Trade, 415297.983, 68, B03, S00, 1
B03, Trade, 415584.767, 68, B03, S00, 1
B03, Trade, 415909.167, 68, B03, S01, 1
B03, Trade, 494398.917, 67, B03, S01, 1
B03, Trade, 523912.883, 68, B03, S00, 1
B03, Trade, 541251.433, 68, B03, S02, 1
B03, Trade, 541505.383, 68, B03, S01, 1
B03, Trade, 542281.583, 68, B03, S02, 1
B03, Trade, 542565.250, 68, B03, S00, 1
B03, Trade, 542804.633, 68, B03, S01, 1
B03, Trade, 542864.200, 68, B03, S00, 1
B03, Trade, 543112.200, 68, B03, S01, 1
B03, Trade, 543625.450, 67, B03, S01, 1
B03, Trade, 543769.167, 68, B03, S02, 1
B03, Trade, 545305.233, 66, B03, S01, 1
B03, Trade, 545546.117, 67, B03, S01, 1
B03, Trade, 545760.983, 68, B03, S01, 1
B03, Trade, 546164.683, 68, B03, S00, 1
B03, Trade, 546469.967, 68, B03, S00, 1
B03, Trade, 546578.683, 68, B03, S00, 1
B03, Trade, 546898.217, 68, B03, S01, 1
B03, Trade, 546942.833, 68, B03, S01, 1
B03, Trade, 546994.750, 68, B03, S00, 1
B03, Trade, 567482.983, 68, B03, S01, 1
B03, Trade, 601866.450, 68, B03, S00, 1
B04, 100
B04, Trade, 309348.483, 71, B04, S04, 1
B04, Trade, 309404.133, 69, B04, S03, 1
B04, Trade, 318076.617, 69, B04, S02, 1
B04, Trade, 319487.367, 69, B04, S01, 1
B04, Trade, 320258.250, 70, B04, S03, 1
B04, Trade, 321885.500, 71, B04, S00, 1
B04, Trade, 352896.450, 69, B04, S02, 1
B04, Trade, 353039.133, 71, B04, S03, 1
B04, Trade, 353240.917, 71, B04, S00, 1
B04, Trade, 354947.167, 71, B04, S00, 1
B04, Trade, 355400.500, 71, B04, S01, 1
B04, Trade, 355411.483, 71, B04, S03, 1
B04, Trade, 355894.133, 71, B04, S00, 1
B04, Trade, 356083.133, 71, B04, S00, 1
B04, Trade, 358565.817, 71, B04, S02, 1
B04, Trade, 359813.133, 71, B04, S03, 1
B04, Trade, 369051.183, 68, B04, S01, 1
B04, Trade, 369080.017, 71, B04, S03, 1
B04, Trade, 371460.283, 70, B04, S02, 1
B04, Trade, 371541.750, 69, B04, S03, 1
B04, Trade, 373575.100, 66, B04, S00, 1
B04, Trade, 375645.800, 71, B04, S03, 1
B04, Trade, 379670.500, 71, B04, S01, 1
B04, Trade, 419666.967, 68, S03, B04, 1
B04, Trade, 434007.717, 71, B04, S02, 1
B04, Trade, 434662.250, 71, B04, S02, 1
B04, Trade, 436044.717, 71, B04, S02, 1
B04, Trade, 446522.817, 71, B04, S01, 1
B04, Trade, 446854.217, 71, B04, S00, 1
B04, Trade, 447001.367, 71, B04, S00, 1
B04, Trade, 447058.717, 71, B04, S01, 1
B04, Trade, 447237.567, 71, B04, S01, 1
B04, Trade, 447301.033, 71, B04, S00, 1
B04, Trade, 447486.083, 67, B04, S00, 1
B04, Trade, 447534.550, 71, B04, S03, 1
B04, Trade, 447656.533, 71, B04, S03, 1
B04, Trade, 447732.800, 71, B04, S01, 1
B04, Trade, 447974.533, 71, B04, S03, 1
B04, Trade, 448361.250, 71, B04, S00, 1
B04, Trade, 449202.717, 71, B04, S01, 1
B04, Trade, 449233.817, 71, B04, S01, 1
B04, Trade, 449252.767, 71, B04, S00, 1
B04, Trade, 449435.017, 71, B04, S03, 1
B04, Trade, 449460.783, 71, B04, S03, 1
B04, Trade, 449529.333, 71, B04, S03, 1
B04, Trade, 449657.067, 71, B04, S01, 1
B04, Trade, 449874.333, 69, B04, S01, 1
B04, Trade, 450106.633, 71, B04, S03, 1
B04, Trade, 450217.233, 71, B04, S03, 1
B04, Trade, 450294.350, 71, B04, S03, 1
B04, Trade, 450325.033, 71, B04, S03, 1
B04, Trade, 450413.650, 71, B04, S01, 1
B04, Trade, 450719.500, 71, B04, S01, 1
B04, Trade, 450721.833, 71, B04, S01, 1
B04, Trade, 450858.300, 71, B04, S00, 1
B04, Trade, 451131.300, 71, B04, S01, 1
B04, Trade, 451310.317, 71, B04, S04, 1
B04, Trade, 451378.233, 69, S03, B04, 1
B04, Trade, 451573.000, 71, B04, S01, 1
B04, Trade, 451817.367, 68, B04, S03, 1
B04, Trade, 452028.417, 71, B04, S00, 1
B04, Trade, 452076.533, 71, B04, S01, 1
B04, Trade, 452533.650, 71, B04, S01, 1
B04, Trade, 452722.567, 71, B04, S03, 1
B04, Trade, 505124.350, 71, B04, S00, 1
B04, Trade, 510582.600, 71, B04, S01, 1
B04, Trade, 518590.583, 71, B04, S01, 1
B04, Trade, 542779.467, 69, B04, S01, 1
B04, Trade, 549977.900, 68, B04, S02, 1
B04, Trade, 597676.800, 67, B04, S00, 1
B04, Trade, 598151.517, 67, B04, S01, 1
B04, Trade, 598214.117, 67, B04, S00, 1
B04, Trade, 598301.383, 67, B04, S02, 1
B04, Trade, 598525.200, 67, B04, S01, 1
B04, Trade, 598810.433, 64, B04, S00, 1
B04, Trade, 599133.217, 67, B04, S02, 1
B04, Trade, 599363.433, 67, B04, S00, 1
B04, Trade, 600368.217, 67, B04, S01, 1
B04, Trade, 600662.633, 67, B04, S02, 1
