B00, 0
B01, 0
B02, 3
B02, Trade, 57318.367, 65, B02, S00, 1
B02, Trade, 383225.333, 65, B02, S01, 1
B02, Trade, 385855.700, 65, B02, S01, 1
B03, 8
B03, Trade, 118650.900, 67, B03, S02, 1
B03, Trade, 187533.983, 68, B03, S01, 1
B03, Trade, 189598.333, 68, B03, S01, 1
B03, Trade, 189695.200, 68, B03, S00, 1
B03, Trade, 190075.950, 68, B03, S02, 1
B03, Trade, 190699.950, 68, B03, S02, 1
B03, Trade, 194128.450, 67, B03, S02, 1
B03, Trade, 720807.784, 68, B03, S03, 1
B04, 5
B04, Trade, 216432.133, 71, B04, S01, 1
B04, Trade, 358571.467, 71, B04, S02, 1
B04, Trade, 359435.500, 70, B04, S01, 1
B04, Trade, 371467.217, 71, B04, S03, 1
B04, Trade, 536381.817, 70, B04, S02, 1
B05, 100
B05, Trade, 56791.717, 70, B05, S00, 1
B05, Trade, 96796.500, 73, B05, S02, 1
B05, Trade, 97962.217, 73, B05, S05, 1
B05, Trade, 105856.483, 73, B05, S04, 1
B05, Trade, 170033.817, 73, B05, S02, 1
B05, Trade, 172843.683, 73, B05, S01, 1
B05, Trade, 172849.983, 73, B05, S04, 1
B05, Trade, 173197.333, 73, B05, S00, 1
B05, Trade, 173446.567, 73, B05, S01, 1
B05, Trade, 173464.950, 73, B05, S03, 1
B05, Trade, 173612.000, 73, B05, S00, 1
B05, Trade, 173742.117, 73, B05, S05, 1
B05, Trade, 174518.000, 73, B05, S01, 1
B05, Trade, 174707.500, 73, B05, S00, 1
B05, Trade, 174854.200, 73, B05, S01, 1
B05, Trade, 174935.733, 73, B05, S02, 1
B05, Trade, 174949.450, 73, B05, S02, 1
B05, Trade, 175388.817, 73, B05, S01, 1
B05, Trade, 175694.867, 73, B05, S02, 1
B05, Trade, 176078.833, 73, B05, S04, 1
B05, Trade, 176183.650, 73, B05, S02, 1
B05, Trade, 176241.717, 72, B05, S02, 1
B05, Trade, 176312.317, 73, B05, S02, 1
B05, Trade, 177189.767, 73, B05, S02, 1
B05, Trade, 177262.800, 73, B05, S03, 1
B05, Trade, 177323.867, 73, B05, S00, 1
B05, Trade, 177600.800, 73, B05, S01, 1
B05, Trade, 177676.383, 73, B05, S00, 1
B05, Trade, 177682.733, 73, B05, S04, 1
B05, Trade, 177740.183, 73, B05, S01, 1
B05, Trade, 177800.450, 73, B05, S05, 1
B05, Trade, 178658.350, 73, B05, S00, 1
B05, Trade, 178676.817, 73, B05, S03, 1
B05, Trade, 179322.550, 73, B05, S05, 1
B05, Trade, 179323.267, 73, B05, S00, 1
B05, Trade, 179529.033, 73, B05, S02, 1
B05, Trade, 179793.267, 73, B05, S00, 1
B05, Trade, 187683.383, 73, B05, S03, 1
B05, Trade, 195691.233, 73, B05, S05, 1
B05, Trade, 201768.717, 73, B05, S03, 1
B05, Trade, 202323.517, 73, B05, S03, 1
B05, Trade, 202444.067, 72, B05, S03, 1
B05, Trade, 202669.733, 73, B05, S02, 1
B05, Trade, 203321.550, 73, B05, S03, 1
B05, Trade, 204028.667, 73, B05, S02, 1
