B00, 0
B01, 0
B02, 1
B02, Trade, 464324.683, 65, B02, S00, 1
B03, 35
B03, Trade, 122623.550, 67, B03, S02, 1
B03, Trade, 217494.517, 68, B03, S00, 1
B03, Trade, 223195.983, 68, B03, S00, 1
B03, Trade, 339365.483, 68, B03, S00, 1
B03, Trade, 339817.650, 68, B03, S02, 1
B03, Trade, 340300.600, 68, B03, S02, 1
B03, Trade, 342927.583, 68, B03, S01, 1
B03, Trade, 343035.600, 68, B03, S01, 1
B03, Trade, 344960.483, 68, B03, S01, 1
B03, Trade, 345127.417, 68, B03, S02, 1
B03, Trade, 345256.433, 68, B03, S01, 1
B03, Trade, 347151.433, 68, B03, S00, 1
B03, Trade, 351001.300, 68, B03, S00, 1
B03, Trade, 366201.350, 68, B03, S00, 1
B03, Trade, 393975.117, 68, B03, S01, 1
B03, Trade, 448680.017, 68, B03, S00, 1
B03, Trade, 469234.100, 68, B03, S01, 1
B03, Trade, 473945.650, 68, B03, S03, 1
B03, Trade, 475099.033, 68, B03, S01, 1
B03, Trade, 475202.733, 68, B03, S02, 1
B03, Trade, 475366.200, 68, B03, S00, 1
B03, Trade, 475988.300, 68, B03, S01, 1
B03, Trade, 476315.167, 68, B03, S01, 1
B03, Trade, 477323.183, 68, B03, S02, 1
B03, Trade, 477525.133, 68, B03, S02, 1
B03, Trade, 477952.583, 68, B03, S01, 1
B03, Trade, 478217.217, 68, B03, S01, 1
B03, Trade, 479242.750, 68, B03, S02, 1
B03, Trade, 479865.367, 68, B03, S02, 1
B03, Trade, 480185.583, 68, B03, S00, 1
B03, Trade, 480453.550, 68, B03, S00, 1
B03, Trade, 481524.167, 68, B03, S00, 1
B03, Trade, 481998.733, 68, B03, S02, 1
B03, Trade, 520585.150, 68, B03, S02, 1
B03, Trade, 648947.150, 67, B03, S00, 1
B04, 56
B04, Trade, 58196.000, 71, B04, S01, 1
B04, Trade, 59307.617, 71, B04, S01, 1
B04, Trade, 60647.600, 71, B04, S01, 1
B04, Trade, 62078.483, 71, B04, S00, 1
B04, Trade, 62275.483, 71, B04, S01, 1
B04, Trade, 62299.900, 71, B04, S00, 1
B04, Trade, 63061.817, 71, B04, S02, 1
B04, Trade, 63770.933, 71, B04, S00, 1
B04, Trade, 109620.350, 71, B04, S03, 1
B04, Trade, 149185.600, 71, B04, S00, 1
B04, Trade, 150362.350, 71, B04, S00, 1
B04, Trade, 216138.200, 71, S04, B04, 1
B04, Trade, 216451.550, 71, B04, S04, 1
B04, Trade, 216564.233, 71, B04, S02, 1
B04, Trade, 218076.617, 71, B04, S01, 1
B04, Trade, 218229.917, 71, B04, S04, 1
B04, Trade, 221152.783, 71, B04, S04, 1
B04, Trade, 221312.750, 71, B04, S00, 1
B04, Trade, 221853.850, 71, B04, S00, 1
B04, Trade, 222210.250, 71, B04, S00, 1
B04, Trade, 223143.083, 71, B04, S04, 1
B04, Trade, 231345.200, 71, B04, S02, 1
B04, Trade, 290111.550, 67, B04, S00, 1
B04, Trade, 304873.217, 71, B04, S03, 1
B04, Trade, 308917.667, 71, B04, S00, 1
B04, Trade, 340169.783, 70, B04, S02, 1
B04, Trade, 343167.150, 70, B04, S01, 1
B04, Trade, 460643.900, 68, S03, B04, 1
B04, Trade, 511431.633, 71, B04, S02, 1
B04, Trade, 511530.250, 71, B04, S00, 1
B04, Trade, 512785.033, 71, B04, S00, 1
B04, Trade, 512874.117, 71, B04, S01, 1
B04, Trade, 513748.133, 71, B04, S00, 1
B04, Trade, 513996.817, 71, B04, S00, 1
B04, Trade, 514563.250, 71, B04, S01, 1
B04, Trade, 514825.967, 71, B04, S00, 1
B04, Trade, 517414.483, 71, B04, S00, 1
B04, Trade, 517466.783, 71, B04, S02, 1
B04, Trade, 517473.100, 71, B04, S00, 1
B04, Trade, 542033.167, 70, B04, S03, 1
B04, Trade, 542595.517, 71, B04, S00, 1
B04, Trade, 543567.333, 71, B04, S00, 1
B04, Trade, 547457.067, 71, B04, S02, 1
B04, Trade, 553978.933, 71, B04, S01, 1
B04, Trade, 584915.933, 69, B04, S00, 1
B04, Trade, 586647.683, 69, B04, S01, 1
B04, Trade, 588095.267, 69, B04, S02, 1
B04, Trade, 588432.100, 69, B04, S03, 1
B04, Trade, 589261.300, 69, B04, S00, 1
B04, Trade, 613960.250, 71, B04, S02, 1
B04, Trade, 617915.850, 71, B04, S02, 1
B04, Trade, 620148.700, 71, B04, S02, 1
B04, Trade, 625323.884, 71, B04, S00, 1
B04, Trade, 667928.034, 68, B04, S00, 1
B04, Trade, 668166.817, 69, B04, S02, 1
B04, Trade, 669335.217, 69, B04, S02, 1
B05, 85
B05, Trade, 17472.817, 71, B05, S00, 1
B05, Trade, 31874.683, 73, B05, S02, 1
B05, Trade, 32570.900, 72, B05, S02, 1
B05, Trade, 32724.867, 73, B05, S02, 1
B05, Trade, 33493.750, 72, B05, S01, 1
B05, Trade, 154317.883, 73, B05, S00, 1
B05, Trade, 156569.850, 73, B05, S04, 1
B05, Trade, 167919.367, 73, B05, S00, 1
B05, Trade, 174402.250, 73, B05, S02, 1
B05, Trade, 176413.950, 72, B05, S03, 1
B05, Trade, 189300.767, 73, B05, S00, 1
B05, Trade, 216101.633, 73, B05, S04, 1
