B00, 0
B01, 0
B02, 4
B02, Trade, 752932.551, 65, B02, S01, 1
B02, Trade, 753428.901, 65, B02, S00, 1
B02, Trade, 753590.517, 65, B02, S00, 1
B02, Trade, 754046.167, 65, B02, S02, 1
B03, 5
B03, Trade, 450827.133, 68, B03, S00, 1
B03, Trade, 522682.933, 67, B03, S01, 1
B03, Trade, 577772.417, 68, B03, S03, 1
B03, Trade, 580237.983, 68, B03, S00, 1
B03, Trade, 834667.484, 68, B03, S00, 1
B04, 46
B04, Trade, 49757.900, 68, B04, S00, 1
B04, Trade, 114020.983, 71, B04, S03, 1
B04, Trade, 114952.400, 69, B04, S03, 1
B04, Trade, 118188.833, 71, B04, S01, 1
B04, Trade, 120373.917, 71, B04, S04, 1
B04, Trade, 121185.050, 71, B04, S01, 1
B04, Trade, 121416.367, 71, B04, S00, 1
B04, Trade, 223679.833, 70, B04, S01, 1
B04, Trade, 227508.700, 68, B04, S01, 1
B04, Trade, 228952.617, 64, S01, B04, 1
B04, Trade, 362715.300, 71, B04, S03, 1
B04, Trade, 395480.417, 71, B04, S00, 1
B04, Trade, 561668.467, 70, B04, S01, 1
B04, Trade, 563092.883, 71, B04, S01, 1
B04, Trade, 595988.850, 71, B04, S01, 1
B04, Trade, 608437.734, 70, B04, S01, 1
B04, Trade, 630186.017, 71, B04, S01, 1
B04, Trade, 631570.434, 71, B04, S01, 1
B04, Trade, 632292.784, 71, B04, S01, 1
B04, Trade, 639212.634, 69, B04, S00, 1
B04, Trade, 643843.534, 71, B04, S00, 1
B04, Trade, 670115.800, 71, B04, S01, 1
B04, Trade, 696049.034, 71, B04, S02, 1
B04, Trade, 713355.751, 71, B04, S02, 1
B04, Trade, 713679.934, 70, B04, S00, 1
B04, Trade, 714981.684, 71, B04, S03, 1
B04, Trade, 717216.084, 71, S02, B04, 1
B04, Trade, 749377.751, 69, B04, S01, 1
B04, Trade, 752001.167, 70, B04, S02, 1
B04, Trade, 753154.717, 71, B04, S00, 1
B04, Trade, 755222.117, 69, B04, S02, 1
B04, Trade, 755245.817, 71, B04, S02, 1
B04, Trade, 772637.951, 71, B04, S02, 1
B04, Trade, 773104.417, 71, B04, S01, 1
B04, Trade, 774485.551, 71, B04, S01, 1
B04, Trade, 776493.267, 69, B04, S01, 1
B04, Trade, 776649.151, 71, B04, S01, 1
B04, Trade, 777231.551, 71, B04, S01, 1
B04, Trade, 801575.717, 71, B04, S04, 1
B04, Trade, 805163.234, 71, B04, S03, 1
B04, Trade, 805960.251, 71, B04, S02, 1
B04, Trade, 815581.334, 71, B04, S02, 1
B04, Trade, 816526.768, 71, B04, S00, 1
B04, Trade, 817703.701, 71, S04, B04, 1
B04, Trade, 817749.418, 71, B04, S01, 1
B04, Trade, 819902.701, 71, B04, S03, 1
B05, 100
B05, Trade, 760072.234, 73, B05, S02, 1
B05, Trade, 762580.017, 73, B05, S00, 1
B05, Trade, 766473.051, 73, B05, S02, 1
B05, Trade, 769572.501, 73, B05, S01, 1
B05, Trade, 770021.967, 73, B05, S02, 1
B05, Trade, 770413.967, 73, B05, S02, 1
B05, Trade, 770816.784, 73, B05, S02, 1
B05, Trade, 770979.117, 73, B05, S02, 1
B05, Trade, 771164.201, 73, B05, S01, 1
B05, Trade, 771361.301, 73, B05, S05, 1
B05, Trade, 771446.317, 73, B05, S01, 1
B05, Trade, 771721.667, 73, B05, S02, 1
B05, Trade, 772148.251, 73, B05, S01, 1
B05, Trade, 772234.534, 73, B05, S01, 1
B05, Trade, 772598.167, 73, B05, S02, 1
B05, Trade, 772731.167, 73, B05, S02, 1
B05, Trade, 772879.867, 73, B05, S01, 1
B05, Trade, 772895.567, 73, B05, S01, 1
B05, Trade, 772995.584, 73, B05, S01, 1
B05, Trade, 773054.584, 73, B05, S02, 1
B05, Trade, 773454.151, 73, B05, S00, 1
