B00, 0
B01, 0
B02, 0
B03, 0
B04, 13
B04, Trade, 14252.317, 71, B04, S02, 1
B04, Trade, 86847.350, 71, B04, S00, 1
B04, Trade, 92437.167, 71, B04, S01, 1
B04, Trade, 93551.400, 71, B04, S01, 1
B04, Trade, 111018.467, 69, B04, S01, 1
B04, Trade, 111514.433, 63, B04, S01, 1
B04, Trade, 112632.650, 69, B04, S00, 1
B04, Trade, 166795.150, 71, B04, S02, 1
B04, Trade, 224426.550, 71, B04, S01, 1
B04, Trade, 237605.850, 68, B04, S01, 1
B04, Trade, 239561.167, 71, B04, S01, 1
B04, Trade, 248750.917, 71, B04, S01, 1
B04, Trade, 250117.567, 71, B04, S01, 1
B05, 25
B05, Trade, 112696.183, 69, B05, S01, 1
B05, Trade, 114982.267, 72, B05, S04, 1
B05, Trade, 128353.283, 70, B05, S00, 1
B05, Trade, 166472.550, 73, B05, S01, 1
B05, Trade, 166977.100, 70, B05, S01, 1
B05, Trade, 197928.583, 73, B05, S05, 1
B05, Trade, 209566.683, 73, B05, S02, 1
B05, Trade, 210267.783, 73, B05, S01, 1
B05, Trade, 210505.700, 73, B05, S01, 1
B05, Trade, 210540.683, 73, B05, S01, 1
B05, Trade, 211612.433, 73, B05, S02, 1
B05, Trade, 211679.400, 73, B05, S01, 1
B05, Trade, 213078.650, 73, B05, S04, 1
B05, Trade, 213599.433, 73, B05, S01, 1
B05, Trade, 214015.717, 73, B05, S01, 1
B05, Trade, 214248.850, 73, B05, S01, 1
B05, Trade, 214346.983, 73, B05, S01, 1
B05, Trade, 214594.333, 73, B05, S03, 1
B05, Trade, 232813.733, 73, B05, S04, 1
B05, Trade, 233335.150, 73, B05, S01, 1
B05, Trade, 235113.333, 73, B05, S02, 1
B05, Trade, 236176.833, 73, B05, S01, 1
B05, Trade, 241250.233, 71, B05, S01, 1
B05, Trade, 241400.467, 66, B05, S01, 1
B05, Trade, 241626.383, 72, B05, S02, 1
B06, 100
B06, Trade, 155199.183, 76, B06, S01, 1
B06, Trade, 155275.900, 76, B06, S02, 1
B06, Trade, 155365.667, 76, B06, S02, 1
B06, Trade, 155410.700, 76, B06, S01, 1
B06, Trade, 155441.617, 76, B06, S01, 1
B06, Trade, 155601.450, 76, B06, S02, 1
B06, Trade, 155647.783, 76, B06, S05, 1
B06, Trade, 155793.467, 76, B06, S01, 1
B06, Trade, 155803.283, 76, B06, S02, 1
B06, Trade, 156154.100, 76, B06, S02, 1
B06, Trade, 156201.650, 76, B06, S05, 1
B06, Trade, 156222.183, 76, B06, S05, 1
B06, Trade, 156270.483, 72, B06, S02, 1
B06, Trade, 156366.150, 76, B06, S01, 1
B06, Trade, 156476.150, 76, B06, S05, 1
B06, Trade, 156477.950, 76, B06, S00, 1
B06, Trade, 156682.250, 76, B06, S01, 1
B06, Trade, 156733.700, 75, B06, S02, 1
B06, Trade, 156779.183, 76, B06, S01, 1
B06, Trade, 156913.500, 76, B06, S05, 1
B06, Trade, 157014.583, 76, B06, S06, 1
B06, Trade, 157125.500, 76, B06, S02, 1
B06, Trade, 157147.633, 76, B06, S04, 1
B06, Trade, 157218.783, 76, B06, S02, 1
B06, Trade, 157474.250, 76, B06, S02, 1
B06, Trade, 157730.800, 76, B06, S00, 1
B06, Trade, 157791.383, 76, B06, S01, 1
B06, Trade, 157872.933, 76, B06, S02, 1
B06, Trade, 157879.200, 74, B06, S00, 1
B06, Trade, 157996.917, 76, B06, S06, 1
B06, Trade, 158153.467, 76, B06, S02, 1
B06, Trade, 158222.017, 76, B06, S01, 1
B06, Trade, 160595.567, 74, B06, S00, 1
B06, Trade, 165589.433, 68, S02, B06, 1
B06, Trade, 165812.233, 72, B06, S01, 1
B06, Trade, 169905.383, 76, B06, S02, 1
B06, Trade, 170702.683, 76, B06, S04, 1
B06, Trade, 173044.650, 76, B06, S06, 1
B06, Trade, 173210.650, 75, B06, S01, 1
B06, Trade, 173266.200, 76, B06, S00, 1
B06, Trade, 173386.683, 76, B06, S02, 1
B06, Trade, 173536.317, 76, B06, S00, 1
B06, Trade, 173591.567, 76, B06, S06, 1
B06, Trade, 173617.250, 76, B06, S01, 1
B06, Trade, 173903.667, 76, B06, S00, 1
B06, Trade, 174241.550, 76, B06, S06, 1
B06, Trade, 174302.617, 76, B06, S01, 1
B06, Trade, 174369.550, 76, B06, S02, 1
B06, Trade, 174467.867, 75, B06, S02, 1
B06, Trade, 174683.433, 76, B06, S01, 1
B06, Trade, 174689.767, 76, B06, S06, 1
B06, Trade, 174713.933, 76, B06, S01, 1
B06, Trade, 174810.100, 76, B06, S01, 1
B06, Trade, 174916.200, 76, B06, S01, 1
B06, Trade, 175451.583, 76, B06, S01, 1
B06, Trade, 175667.017, 76, B06, S04, 1
B06, Trade, 175775.317, 76, B06, S01, 1
B06, Trade, 176147.567, 76, B06, S06, 1
B06, Trade, 176228.483, 74, B06, S01, 1
B06, Trade, 176253.067, 76, B06, S06, 1
B06, Trade, 176327.533, 76, B06, S01, 1
B06, Trade, 176356.867, 75, B06, S00, 1
B06, Trade, 176482.983, 76, B06, S01, 1
B06, Trade, 176491.750, 76, B06, S02, 1
B06, Trade, 176674.000, 74, B06, S02, 1
B06, Trade, 176726.350, 74, B06, S01, 1
B06, Trade, 176735.550, 76, B06, S00, 1
B06, Trade, 177022.150, 76, B06, S01, 1
B06, Trade, 177101.033, 75, B06, S01, 1
B06, Trade, 177287.217, 76, B06, S01, 1
B06, Trade, 177485.483, 76, B06, S02, 1
B06, Trade, 177666.800, 75, B06, S01, 1
B06, Trade, 177974.017, 76, B06, S00, 1
B06, Trade, 178040.717, 76, B06, S01, 1
B06, Trade, 178171.683, 76, B06, S02, 1
B06, Trade, 178481.500, 76, B06, S01, 1
B06, Trade, 178645.650, 76, B06, S01, 1
B06, Trade, 178745.933, 76, B06, S04, 1
B06, Trade, 178859.933, 76, B06, S06, 1
B06, Trade, 179312.217, 76, B06, S04, 1
B06, Trade, 179501.100, 76, B06, S01, 1
B06, Trade, 179538.217, 74, S02, B06, 1
B06, Trade, 179668.133, 76, B06, S00, 1
B06, Trade, 179743.467, 76, B06, S01, 1
B06, Trade, 179902.917, 76, B06, S01, 1
B06, Trade, 179933.150, 76, B06, S06, 1
B06, Trade, 180880.750, 76, B06, S05, 1
B06, Trade, 181276.500, 76, B06, S01, 1
B06, Trade, 182150.733, 76, B06, S01, 1
B06, Trade, 182900.983, 76, B06, S02, 1
B06, Trade, 183207.583, 76, B06, S00, 1
B06, Trade, 183958.900, 76, B06, S00, 1
B06, Trade, 201613.917, 76, B06, S00, 1
B06, Trade, 231324.983, 75, B06, S01, 1
B06, Trade, 231614.900, 75, B06, S02, 1
B06, Trade, 233714.950, 74, B06, S00, 1
B06, Trade, 236812.417, 76, B06, S01, 1
B06, Trade, 237036.833, 76, B06, S01, 1
B06, Trade, 239133.933, 72, B06, S04, 1
B06, Trade, 246090.283, 73, B06, S02, 1
B07, 100
B07, Trade, 172549.283, 79, B07, S00, 1
B07, Trade, 172572.033, 79, B07, S00, 1
B07, Trade, 172578.383, 79, B07, S03, 1
B07, Trade, 172590.767, 79, B07, S00, 1
B07, Trade, 172599.200, 79, B07, S02, 1
B07, Trade, 172633.083, 75, B07, S02, 1
B07, Trade, 172675.583, 79, B07, S07, 1
B07, Trade, 172683.433, 79, B07, S04, 1
B07, Trade, 172701.500, 77, B07, S02, 1
B07, Trade, 172710.533, 79, B07, S01, 1
B07, Trade, 172724.833, 79, B07, S01, 1
B07, Trade, 172759.500, 79, B07, S02, 1
B07, Trade, 172769.833, 79, B07, S02, 1
B07, Trade, 172774.333, 77, B07, S01, 1
B07, Trade, 193009.867, 76, B07, S00, 1
B07, Trade, 201677.267, 68, B07, S01, 1
B07, Trade, 202361.267, 73, B07, S00, 1
B07, Trade, 202559.417, 73, B07, S01, 1
B07, Trade, 202829.833, 73, B07, S01, 1
B07, Trade, 202970.900, 73, B07, S00, 1
B07, Trade, 203765.533, 73, B07, S00, 1
B07, Trade, 203913.483, 73, B07, S05, 1
B07, Trade, 204068.767, 73, B07, S05, 1
B07, Trade, 204361.750, 74, B07, S01, 1
B07, Trade, 204846.500, 73, B07, S01, 1
B07, Trade, 205054.800, 73, B07, S00, 1
B07, Trade, 205175.583, 74, B07, S05, 1
B07, Trade, 205223.117, 73, B07, S05, 1
B07, Trade, 205839.300, 73, B07, S05, 1
B07, Trade, 206017.517, 73, B07, S00, 1
B07, Trade, 206568.117, 73, B07, S01, 1
B07, Trade, 206797.583, 73, B07, S01, 1
B07, Trade, 206991.817, 73, B07, S03, 1
B07, Trade, 207451.883, 73, B07, S05, 1
B07, Trade, 207629.367, 73, B07, S04, 1
B07, Trade, 208366.783, 73, B07, S00, 1
B07, Trade, 208758.100, 73, B07, S02, 1
B07, Trade, 229437.733, 72, B07, S01, 1
B07, Trade, 237996.617, 73, B07, S04, 1
B07, Trade, 238208.033, 73, B07, S04, 1
B07, Trade, 238568.733, 73, B07, S04, 1
B07, Trade, 238764.783, 73, B07, S01, 1
B07, Trade, 239073.483, 73, B07, S05, 1
B07, Trade, 239343.633, 73, B07, S01, 1
B07, Trade, 239592.250, 73, B07, S01, 1
B07, Trade, 239796.267, 73, B07, S01, 1
B07, Trade, 240025.750, 73, B07, S04, 1
B07, Trade, 240073.050, 73, B07, S01, 1
B07, Trade, 240232.133, 73, B07, S01, 1
B07, Trade, 240241.967, 73, B07, S03, 1
B07, Trade, 240929.267, 68, B07, S01, 1
B07, Trade, 241262.100, 73, B07, S04, 1
B07, Trade, 241383.467, 73, B07, S01, 1
B07, Trade, 241764.450, 69, B07, S01, 1
B07, Trade, 241785.483, 73, B07, S04, 1
B07, Trade, 241822.700, 73, B07, S01, 1
B07, Trade, 241997.050, 73, B07, S04, 1
B07, Trade, 242122.417, 73, B07, S01, 1
B07, Trade, 242325.433, 73, B07, S01, 1
B07, Trade, 242791.183, 72, B07, S00, 1
B07, Trade, 242817.333, 73, B07, S00, 1
B07, Trade, 242836.850, 73, B07, S03, 1
B07, Trade, 242866.150, 73, B07, S04, 1
B07, Trade, 243414.817, 73, B07, S00, 1
B07, Trade, 243704.383, 73, B07, S01, 1
B07, Trade, 243901.350, 73, B07, S04, 1
B07, Trade, 243931.300, 73, B07, S01, 1
B07, Trade, 244260.383, 73, B07, S00, 1
B07, Trade, 244929.650, 73, B07, S04, 1
B07, Trade, 245516.067, 73, B07, S02, 1
B07, Trade, 245670.383, 73, B07, S00, 1
B07, Trade, 245821.683, 73, B07, S00, 1
B07, Trade, 246396.983, 73, B07, S04, 1
B07, Trade, 246759.817, 73, B07, S01, 1
B07, Trade, 246822.933, 73, B07, S00, 1
B07, Trade, 246910.200, 72, B07, S01, 1
B07, Trade, 247093.217, 73, B07, S00, 1
B07, Trade, 247451.750, 73, B07, S01, 1
B07, Trade, 247458.833, 73, B07, S01, 1
B07, Trade, 247674.150, 73, B07, S01, 1
B07, Trade, 247736.617, 73, B07, S04, 1
B07, Trade, 247797.533, 74, B07, S01, 1
B07, Trade, 247943.967, 73, B07, S01, 1
B07, Trade, 248257.500, 73, B07, S02, 1
B07, Trade, 248293.317, 73, B07, S00, 1
B07, Trade, 249175.183, 75, B07, S01, 1
B07, Trade, 249529.783, 73, B07, S01, 1
B07, Trade, 249698.450, 73, B07, S04, 1
B07, Trade, 250549.817, 73, B07, S04, 1
B07, Trade, 251125.900, 72, B07, S04, 1
B07, Trade, 251207.417, 73, B07, S01, 1
B07, Trade, 251920.933, 73, B07, S01, 1
B07, Trade, 252434.200, 79, B07, S04, 1
B07, Trade, 253160.000, 79, B07, S01, 1
B07, Trade, 253763.150, 79, B07, S00, 1
B07, Trade, 253929.533, 79, B07, S01, 1
B07, Trade, 256776.683, 79, B07, S00, 1
B07, Trade, 258444.567, 79, B07, S01, 1
B07, Trade, 258870.683, 79, B07, S00, 1
B07, Trade, 258981.550, 79, B07, S05, 1
B08, 100
B08, Trade, 235151.750, 82, B08, S04, 1
B08, Trade, 235190.167, 82, B08, S01, 1
B08, Trade, 235265.083, 82, B08, S02, 1
B08, Trade, 235271.867, 82, B08, S05, 1
B08, Trade, 235278.517, 81, B08, S01, 1
B08, Trade, 235303.417, 82, B08, S06, 1
B08, Trade, 235342.500, 82, B08, S04, 1
B08, Trade, 235378.567, 82, B08, S06, 1
B08, Trade, 235520.033, 82, B08, S01, 1
B08, Trade, 235567.400, 82, B08, S06, 1
B08, Trade, 235577.733, 81, B08, S04, 1
B08, Trade, 235720.483, 82, B08, S01, 1
B08, Trade, 235784.700, 82, B08, S00, 1
B08, Trade, 235825.800, 82, B08, S02, 1
B08, Trade, 235952.567, 81, B08, S06, 1
B08, Trade, 236050.917, 82, B08, S06, 1
B08, Trade, 236106.333, 81, B08, S06, 1
B08, Trade, 236136.950, 82, B08, S00, 1
B08, Trade, 236253.050, 80, B08, S03, 1
B08, Trade, 236272.000, 82, B08, S03, 1
B08, Trade, 236276.383, 82, B08, S06, 1
B08, Trade, 236336.700, 82, B08, S06, 1
B08, Trade, 236406.717, 82, B08, S01, 1
B08, Trade, 236463.850, 81, B08, S01, 1
B08, Trade, 236478.350, 80, S06, B08, 1
B08, Trade, 236504.100, 80, B08, S06, 1
B08, Trade, 236526.700, 82, B08, S06, 1
B08, Trade, 236543.383, 82, B08, S06, 1
B08, Trade, 236565.083, 81, B08, S01, 1
B08, Trade, 236755.717, 81, B08, S06, 1
B08, Trade, 236800.133, 82, B08, S00, 1
B08, Trade, 236922.917, 82, B08, S01, 1
B08, Trade, 236932.050, 82, B08, S06, 1
B08, Trade, 236936.450, 81, B08, S01, 1
B08, Trade, 237034.900, 82, B08, S05, 1
B08, Trade, 237071.450, 82, B08, S04, 1
B08, Trade, 237141.083, 82, B08, S08, 1
B08, Trade, 237148.067, 82, B08, S05, 1
B08, Trade, 237224.883, 82, B08, S06, 1
