B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 1
B05, Trade, 194314.750, 70, B05, S00, 1
B06, 11
B06, Trade, 92006.717, 76, B06, S00, 1
B06, Trade, 94399.167, 74, B06, S01, 1
B06, Trade, 96060.217, 74, B06, S00, 1
B06, Trade, 98527.217, 74, B06, S00, 1
B06, Trade, 102798.550, 74, B06, S00, 1
B06, Trade, 130726.300, 74, B06, S02, 1
B06, Trade, 148066.383, 74, B06, S00, 1
B06, Trade, 185007.433, 74, B06, S01, 1
B06, Trade, 189118.483, 76, B06, S00, 1
B06, Trade, 234184.383, 74, B06, S02, 1
B06, Trade, 235659.033, 74, B06, S00, 1
B07, 5
B07, Trade, 65650.333, 79, B07, S06, 1
B07, Trade, 66043.750, 76, B07, S06, 1
B07, Trade, 181158.933, 78, S04, B07, 1
B07, Trade, 230725.250, 75, B07, S00, 1
B07, Trade, 257347.550, 78, B07, S06, 1
B08, 100
B08, Trade, 224137.267, 82, B08, S00, 1
B08, Trade, 224152.233, 78, B08, S00, 1
B08, Trade, 224168.100, 82, B08, S01, 1
B08, Trade, 224187.800, 82, B08, S07, 1
B08, Trade, 224881.633, 82, B08, S04, 1
B08, Trade, 224913.533, 79, B08, S01, 1
B08, Trade, 225679.867, 82, B08, S01, 1
B08, Trade, 225785.683, 81, B08, S03, 1
B08, Trade, 226348.017, 80, B08, S02, 1
B08, Trade, 226673.700, 82, B08, S06, 1
B08, Trade, 227493.933, 82, B08, S03, 1
B08, Trade, 228032.133, 81, B08, S07, 1
B08, Trade, 228448.467, 82, B08, S06, 1
B08, Trade, 228890.817, 81, B08, S00, 1
B08, Trade, 228965.533, 82, B08, S01, 1
B08, Trade, 229359.050, 80, B08, S01, 1
B08, Trade, 229408.700, 82, B08, S06, 1
B08, Trade, 230383.300, 82, B08, S03, 1
B08, Trade, 230468.883, 82, B08, S00, 1
B08, Trade, 230591.167, 81, B08, S06, 1
B08, Trade, 230654.600, 81, B08, S00, 1
B08, Trade, 230707.083, 82, B08, S04, 1
B08, Trade, 230723.233, 81, B08, S07, 1
B08, Trade, 230848.317, 82, B08, S01, 1
B08, Trade, 230946.533, 82, B08, S00, 1
B08, Trade, 230956.317, 82, B08, S07, 1
B08, Trade, 231077.450, 74, B08, S00, 1
B08, Trade, 231117.167, 82, B08, S00, 1
B08, Trade, 231279.667, 80, B08, S00, 1
B08, Trade, 231420.733, 82, B08, S07, 1
B08, Trade, 231497.633, 82, B08, S07, 1
B08, Trade, 231522.383, 81, B08, S02, 1
B08, Trade, 231615.850, 81, B08, S03, 1
B08, Trade, 231706.217, 80, B08, S03, 1
B08, Trade, 231740.817, 82, B08, S07, 1
B08, Trade, 231814.417, 82, B08, S02, 1
B08, Trade, 231936.083, 79, B08, S05, 1
B08, Trade, 231973.350, 82, B08, S00, 1
B08, Trade, 232281.817, 76, B08, S00, 1
B08, Trade, 232376.450, 82, B08, S03, 1
B08, Trade, 232416.867, 81, B08, S01, 1
B08, Trade, 232806.367, 82, B08, S05, 1
B08, Trade, 232808.983, 82, B08, S00, 1
B08, Trade, 232884.517, 82, B08, S02, 1
B08, Trade, 232954.033, 77, S06, B08, 1
B08, Trade, 232977.583, 79, B08, S02, 1
B08, Trade, 233948.300, 79, B08, S06, 1
