B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 2
B05, Trade, 192811.750, 73, B05, S02, 1
B05, Trade, 252416.917, 73, B05, S02, 1
B06, 6
B06, Trade, 115800.817, 76, B06, S00, 1
B06, Trade, 157471.417, 72, B06, S02, 1
B06, Trade, 191207.733, 74, B06, S03, 1
B06, Trade, 193561.317, 65, B06, S00, 1
B06, Trade, 236678.767, 68, B06, S02, 1
B06, Trade, 239282.450, 76, B06, S03, 1
B07, 100
B07, Trade, 167940.683, 79, B07, S01, 1
B07, Trade, 168146.983, 79, B07, S02, 1
B07, Trade, 168205.733, 79, B07, S02, 1
B07, Trade, 168301.200, 79, B07, S02, 1
B07, Trade, 168354.767, 79, B07, S02, 1
B07, Trade, 168612.050, 79, B07, S01, 1
B07, Trade, 168638.383, 79, B07, S02, 1
B07, Trade, 168703.050, 79, B07, S02, 1
B07, Trade, 168729.583, 79, B07, S04, 1
B07, Trade, 168873.100, 79, B07, S03, 1
B07, Trade, 168925.817, 79, B07, S01, 1
B07, Trade, 168978.700, 79, B07, S00, 1
B07, Trade, 169120.417, 79, B07, S02, 1
B07, Trade, 169129.333, 79, B07, S01, 1
B07, Trade, 169147.583, 79, B07, S02, 1
B07, Trade, 169182.567, 79, B07, S04, 1
B07, Trade, 169264.767, 79, B07, S01, 1
B07, Trade, 169477.333, 79, B07, S00, 1
B07, Trade, 169570.383, 79, B07, S02, 1
B07, Trade, 169688.500, 79, B07, S02, 1
B07, Trade, 169904.300, 79, B07, S04, 1
B07, Trade, 169930.333, 79, B07, S00, 1
B07, Trade, 169948.383, 79, B07, S02, 1
B07, Trade, 170175.183, 79, B07, S01, 1
B07, Trade, 170239.483, 79, B07, S00, 1
B07, Trade, 170269.200, 79, B07, S00, 1
B07, Trade, 170346.117, 79, B07, S02, 1
B07, Trade, 170355.567, 79, B07, S02, 1
B07, Trade, 170368.167, 79, B07, S02, 1
B07, Trade, 170496.400, 79, B07, S02, 1
B07, Trade, 170515.333, 79, B07, S02, 1
B07, Trade, 170560.900, 79, B07, S02, 1
B07, Trade, 170656.817, 79, B07, S01, 1
B07, Trade, 170664.800, 79, B07, S02, 1
B07, Trade, 170723.983, 79, B07, S02, 1
B07, Trade, 171181.550, 79, B07, S02, 1
B07, Trade, 171457.767, 79, B07, S02, 1
B07, Trade, 172149.500, 79, B07, S00, 1
B07, Trade, 172260.017, 79, B07, S02, 1
B07, Trade, 172298.517, 79, B07, S01, 1
B07, Trade, 172418.200, 79, B07, S01, 1
B07, Trade, 172468.767, 79, B07, S00, 1
B07, Trade, 172478.083, 79, B07, S00, 1
B07, Trade, 172647.433, 79, B07, S01, 1
B07, Trade, 172716.833, 79, B07, S04, 1
B07, Trade, 172902.350, 79, B07, S02, 1
B07, Trade, 173173.767, 79, B07, S06, 1
B07, Trade, 173310.600, 79, B07, S06, 1
B07, Trade, 173550.467, 79, B07, S02, 1
B07, Trade, 173578.033, 79, B07, S06, 1
B07, Trade, 173787.517, 79, B07, S01, 1
B07, Trade, 174246.917, 79, B07, S01, 1
B07, Trade, 174500.183, 79, B07, S02, 1
B07, Trade, 174544.400, 79, B07, S03, 1
B07, Trade, 174833.650, 79, B07, S06, 1
B07, Trade, 174900.983, 79, B07, S02, 1
B07, Trade, 175693.667, 79, B07, S06, 1
B07, Trade, 175735.833, 79, B07, S06, 1
B07, Trade, 175754.000, 79, B07, S02, 1
B07, Trade, 175770.417, 79, B07, S01, 1
B07, Trade, 175919.117, 79, B07, S06, 1
B07, Trade, 176097.450, 79, B07, S05, 1
B07, Trade, 176406.767, 79, B07, S01, 1
B07, Trade, 176441.167, 79, B07, S06, 1
B07, Trade, 176606.017, 79, B07, S06, 1
B07, Trade, 176705.783, 79, B07, S02, 1
B07, Trade, 176900.883, 79, B07, S06, 1
B07, Trade, 177093.817, 79, B07, S06, 1
B07, Trade, 177961.883, 79, B07, S02, 1
B07, Trade, 178079.817, 79, B07, S01, 1
B07, Trade, 178185.133, 79, B07, S06, 1
B07, Trade, 178624.500, 79, B07, S00, 1
B07, Trade, 178725.400, 79, B07, S01, 1
B07, Trade, 178831.483, 79, B07, S02, 1
B07, Trade, 178873.467, 79, B07, S02, 1
B07, Trade, 178998.717, 78, B07, S06, 1
B07, Trade, 179145.500, 79, B07, S03, 1
B07, Trade, 179257.833, 79, B07, S01, 1
B07, Trade, 179312.533, 79, B07, S06, 1
B07, Trade, 179788.033, 79, B07, S06, 1
B07, Trade, 192626.450, 72, B07, S02, 1
B07, Trade, 211491.833, 79, B07, S00, 1
B07, Trade, 227509.633, 78, B07, S06, 1
B07, Trade, 230635.717, 79, B07, S05, 1
B07, Trade, 230714.733, 79, B07, S05, 1
B07, Trade, 230928.250, 79, B07, S02, 1
B07, Trade, 231170.383, 79, B07, S01, 1
B07, Trade, 231586.200, 79, B07, S02, 1
B07, Trade, 231603.350, 79, B07, S01, 1
B07, Trade, 232512.717, 79, B07, S02, 1
B07, Trade, 232523.583, 79, B07, S05, 1
B07, Trade, 232549.283, 79, B07, S05, 1
B07, Trade, 234509.767, 79, B07, S06, 1
B07, Trade, 234672.917, 79, B07, S02, 1
B07, Trade, 235278.217, 79, B07, S05, 1
B07, Trade, 235316.683, 79, B07, S02, 1
B07, Trade, 235692.817, 79, B07, S05, 1
B07, Trade, 236574.333, 79, B07, S02, 1
B07, Trade, 236678.517, 79, B07, S06, 1
B07, Trade, 251136.550, 76, B07, S03, 1
B08, 100
B08, Trade, 170936.333, 79, B08, S01, 1
B08, Trade, 171435.783, 79, B08, S02, 1
B08, Trade, 171551.550, 82, B08, S00, 1
B08, Trade, 171847.067, 78, B08, S00, 1
B08, Trade, 172122.917, 80, B08, S06, 1
B08, Trade, 172201.833, 81, B08, S02, 1
B08, Trade, 172259.950, 81, B08, S00, 1
B08, Trade, 172266.050, 80, B08, S02, 1
B08, Trade, 172483.750, 81, B08, S02, 1
B08, Trade, 172841.700, 82, B08, S06, 1
B08, Trade, 172903.233, 80, B08, S03, 1
B08, Trade, 173123.800, 81, B08, S01, 1
B08, Trade, 173220.850, 79, B08, S01, 1
B08, Trade, 173286.967, 82, B08, S06, 1
B08, Trade, 174084.667, 81, B08, S06, 1
B08, Trade, 174095.667, 82, B08, S06, 1
B08, Trade, 174209.633, 82, B08, S01, 1
B08, Trade, 174244.350, 80, B08, S06, 1
B08, Trade, 174312.067, 82, B08, S02, 1
B08, Trade, 174411.667, 81, B08, S02, 1
B08, Trade, 174460.450, 78, B08, S02, 1
B08, Trade, 174569.367, 82, B08, S05, 1
B08, Trade, 174763.433, 81, B08, S01, 1
B08, Trade, 175251.950, 82, B08, S06, 1
B08, Trade, 175269.317, 82, B08, S06, 1
B08, Trade, 175682.183, 73, B08, S01, 1
B08, Trade, 175768.200, 82, B08, S02, 1
B08, Trade, 176023.133, 79, B08, S06, 1
B08, Trade, 176662.267, 82, B08, S02, 1
B08, Trade, 176835.300, 79, B08, S02, 1
B08, Trade, 176895.750, 82, B08, S07, 1
B08, Trade, 177025.317, 81, B08, S05, 1
B08, Trade, 177032.600, 82, B08, S06, 1
B08, Trade, 177113.083, 79, B08, S02, 1
B08, Trade, 177346.917, 82, B08, S06, 1
B08, Trade, 177402.700, 82, B08, S05, 1
B08, Trade, 177858.400, 82, B08, S02, 1
B08, Trade, 177918.100, 81, B08, S02, 1
B08, Trade, 178071.533, 79, B08, S03, 1
B08, Trade, 178178.433, 81, B08, S06, 1
B08, Trade, 178185.800, 77, B08, S02, 1
B08, Trade, 178376.850, 82, B08, S02, 1
B08, Trade, 178689.417, 80, B08, S06, 1
B08, Trade, 178767.817, 81, B08, S00, 1
B08, Trade, 178998.150, 82, B08, S07, 1
B08, Trade, 179448.017, 75, B08, S02, 1
B08, Trade, 179479.833, 82, B08, S06, 1
B08, Trade, 179495.283, 82, B08, S03, 1
B08, Trade, 179952.417, 82, B08, S06, 1
B08, Trade, 187205.317, 81, B08, S02, 1
B08, Trade, 187271.533, 78, B08, S02, 1
B08, Trade, 187597.233, 82, B08, S06, 1
B08, Trade, 188115.233, 81, B08, S03, 1
B08, Trade, 188280.833, 80, B08, S02, 1
B08, Trade, 188777.950, 80, B08, S02, 1
B08, Trade, 188830.767, 78, B08, S03, 1
B08, Trade, 188893.617, 81, B08, S00, 1
B08, Trade, 189166.967, 80, B08, S02, 1
B08, Trade, 189563.500, 81, B08, S04, 1
B08, Trade, 190314.867, 77, B08, S02, 1
B08, Trade, 190324.517, 81, B08, S02, 1
B08, Trade, 190648.017, 82, B08, S04, 1
B08, Trade, 191122.617, 80, B08, S00, 1
B08, Trade, 191255.550, 80, B08, S06, 1
B08, Trade, 191360.467, 76, S06, B08, 1
B08, Trade, 191415.717, 73, B08, S02, 1
B08, Trade, 191837.967, 82, B08, S02, 1
B08, Trade, 192191.383, 79, B08, S02, 1
B08, Trade, 192278.750, 75, B08, S02, 1
B08, Trade, 192453.933, 80, B08, S04, 1
B08, Trade, 192498.917, 81, B08, S00, 1
B08, Trade, 193369.317, 78, B08, S06, 1
B08, Trade, 202181.233, 81, B08, S03, 1
B08, Trade, 202224.500, 82, B08, S02, 1
B08, Trade, 202384.233, 82, B08, S04, 1
B08, Trade, 203442.167, 82, B08, S02, 1
B08, Trade, 204199.850, 82, B08, S01, 1
B08, Trade, 204310.350, 82, B08, S03, 1
B08, Trade, 205296.450, 82, B08, S02, 1
B08, Trade, 205979.967, 81, B08, S01, 1
B08, Trade, 206048.900, 81, B08, S03, 1
B08, Trade, 206245.467, 82, B08, S00, 1
B08, Trade, 206329.250, 82, B08, S02, 1
B08, Trade, 206645.400, 81, B08, S03, 1
B08, Trade, 207067.600, 81, B08, S02, 1
B08, Trade, 207159.933, 81, B08, S03, 1
B08, Trade, 207359.183, 82, B08, S00, 1
