B00, 0
B01, 0
B02, 0
B03, 0
B04, 2
B04, Trade, 123652.483, 70, B04, S02, 1
B04, Trade, 224806.617, 68, B04, S01, 1
B05, 3
B05, Trade, 38795.483, 72, B05, S01, 1
B05, Trade, 146623.317, 72, B05, S02, 1
B05, Trade, 254724.267, 71, B05, S00, 1
B06, 21
B06, Trade, 66826.450, 75, B06, S02, 1
B06, Trade, 68327.617, 67, B06, S00, 1
B06, Trade, 81908.767, 75, B06, S01, 1
B06, Trade, 95427.517, 75, B06, S03, 1
B06, Trade, 100439.350, 76, B06, S04, 1
B06, Trade, 104785.417, 73, B06, S00, 1
B06, Trade, 105937.933, 71, B06, S01, 1
B06, Trade, 106083.600, 75, B06, S01, 1
B06, Trade, 107237.383, 72, B06, S02, 1
B06, Trade, 138243.883, 75, B06, S03, 1
B06, Trade, 181231.100, 75, B06, S03, 1
B06, Trade, 182562.283, 76, B06, S03, 1
B06, Trade, 187079.100, 74, B06, S02, 1
B06, Trade, 190624.500, 74, B06, S02, 1
B06, Trade, 204612.083, 74, B06, S01, 1
B06, Trade, 206556.900, 74, B06, S04, 1
B06, Trade, 207984.083, 76, B06, S01, 1
B06, Trade, 208397.667, 75, B06, S01, 1
B06, Trade, 208708.467, 75, B06, S01, 1
B06, Trade, 244853.850, 75, B06, S01, 1
B06, Trade, 245840.400, 75, B06, S01, 1
B07, 100
B07, Trade, 161960.350, 79, B07, S01, 1
B07, Trade, 162072.700, 79, B07, S02, 1
B07, Trade, 162206.633, 77, B07, S01, 1
B07, Trade, 162267.200, 78, B07, S04, 1
B07, Trade, 162366.500, 79, B07, S05, 1
B07, Trade, 162499.583, 77, B07, S01, 1
B07, Trade, 162749.517, 79, B07, S01, 1
B07, Trade, 162941.483, 78, B07, S01, 1
B07, Trade, 163015.450, 79, B07, S05, 1
B07, Trade, 163023.150, 79, B07, S05, 1
B07, Trade, 163088.317, 79, B07, S01, 1
B07, Trade, 163296.283, 79, B07, S02, 1
B07, Trade, 163321.600, 79, B07, S00, 1
B07, Trade, 163441.350, 79, B07, S01, 1
B07, Trade, 163580.417, 78, B07, S03, 1
B07, Trade, 163672.750, 79, B07, S01, 1
B07, Trade, 164107.633, 79, B07, S03, 1
B07, Trade, 164186.550, 79, B07, S02, 1
B07, Trade, 164273.917, 79, B07, S02, 1
B07, Trade, 164747.033, 79, B07, S00, 1
B07, Trade, 164909.833, 79, B07, S02, 1
B07, Trade, 165247.933, 78, B07, S00, 1
B07, Trade, 165490.983, 78, B07, S03, 1
B07, Trade, 172958.617, 79, B07, S01, 1
B07, Trade, 173208.817, 77, B07, S01, 1
B07, Trade, 180091.233, 78, B07, S03, 1
B07, Trade, 180699.850, 78, B07, S05, 1
B07, Trade, 180847.983, 79, B07, S05, 1
B07, Trade, 180901.683, 79, B07, S05, 1
B07, Trade, 181203.283, 79, B07, S05, 1
B07, Trade, 181953.033, 78, S03, B07, 1
B07, Trade, 182097.567, 76, B07, S02, 1
B07, Trade, 182840.333, 76, B07, S04, 1
B07, Trade, 182921.100, 77, S05, B07, 1
B07, Trade, 183623.500, 76, B07, S04, 1
B07, Trade, 184923.450, 78, B07, S02, 1
B07, Trade, 185480.317, 78, B07, S02, 1
B07, Trade, 189149.483, 79, B07, S04, 1
B07, Trade, 190222.733, 79, B07, S04, 1
B07, Trade, 192352.417, 77, B07, S01, 1
B07, Trade, 193512.400, 75, B07, S04, 1
B07, Trade, 194355.333, 79, B07, S02, 1
B07, Trade, 194950.850, 75, B07, S00, 1
B07, Trade, 196614.983, 78, B07, S00, 1
B07, Trade, 196845.900, 79, B07, S04, 1
B07, Trade, 198168.467, 76, B07, S03, 1
B07, Trade, 198323.583, 77, B07, S00, 1
B07, Trade, 200845.817, 74, B07, S00, 1
B07, Trade, 201897.133, 79, B07, S03, 1
B07, Trade, 202213.983, 79, B07, S03, 1
B07, Trade, 202554.400, 77, B07, S02, 1
B07, Trade, 204916.683, 77, B07, S02, 1
B07, Trade, 205402.033, 79, B07, S01, 1
B07, Trade, 207220.883, 78, B07, S01, 1
B07, Trade, 207828.000, 78, B07, S01, 1
B07, Trade, 207992.867, 75, B07, S01, 1
B07, Trade, 208731.350, 78, B07, S02, 1
B07, Trade, 210753.133, 79, B07, S00, 1
B07, Trade, 212334.883, 79, B07, S07, 1
B07, Trade, 213733.250, 79, B07, S06, 1
B07, Trade, 214268.583, 79, B07, S04, 1
B07, Trade, 214575.217, 79, B07, S04, 1
B07, Trade, 214926.950, 79, B07, S00, 1
B07, Trade, 221112.733, 78, B07, S04, 1
B07, Trade, 221615.367, 78, B07, S04, 1
B07, Trade, 237854.317, 79, B07, S02, 1
B07, Trade, 237872.000, 79, B07, S00, 1
B07, Trade, 238158.167, 79, B07, S05, 1
B07, Trade, 238909.567, 79, B07, S05, 1
B07, Trade, 239169.400, 79, B07, S00, 1
B07, Trade, 239185.817, 79, B07, S05, 1
B07, Trade, 239664.267, 79, B07, S02, 1
B07, Trade, 240013.033, 76, B07, S00, 1
B07, Trade, 240776.200, 79, B07, S00, 1
B07, Trade, 240787.283, 79, B07, S02, 1
B07, Trade, 240892.033, 79, B07, S00, 1
B07, Trade, 242084.233, 79, B07, S03, 1
B07, Trade, 242620.033, 79, B07, S05, 1
B07, Trade, 242975.867, 79, B07, S00, 1
B07, Trade, 243161.667, 79, B07, S00, 1
B07, Trade, 243182.267, 79, B07, S02, 1
B07, Trade, 243389.417, 79, B07, S02, 1
B07, Trade, 243855.567, 79, B07, S00, 1
B07, Trade, 243909.117, 79, B07, S00, 1
B07, Trade, 244454.800, 79, B07, S03, 1
B07, Trade, 244628.117, 78, B07, S00, 1
B07, Trade, 245928.867, 75, B07, S01, 1
B07, Trade, 248767.500, 78, B07, S01, 1
B07, Trade, 249534.517, 71, B07, S01, 1
B07, Trade, 252587.400, 73, B07, S03, 1
B07, Trade, 253510.733, 78, B07, S00, 1
B07, Trade, 254365.833, 79, B07, S03, 1
B07, Trade, 254636.283, 79, B07, S04, 1
B07, Trade, 255310.000, 78, B07, S01, 1
B07, Trade, 255802.083, 78, B07, S00, 1
B07, Trade, 256341.067, 78, B07, S02, 1
B07, Trade, 256745.850, 79, B07, S05, 1
B07, Trade, 256802.083, 79, B07, S05, 1
B07, Trade, 258097.950, 78, B07, S06, 1
B07, Trade, 258783.717, 79, B07, S04, 1
B08, 100
B08, Trade, 176093.833, 82, B08, S04, 1
B08, Trade, 183000.750, 78, B08, S04, 1
B08, Trade, 184521.283, 79, B08, S02, 1
B08, Trade, 185597.783, 82, B08, S03, 1
B08, Trade, 186237.700, 82, B08, S03, 1
B08, Trade, 186425.683, 81, B08, S00, 1
B08, Trade, 186558.083, 80, B08, S04, 1
B08, Trade, 187411.617, 82, B08, S02, 1
B08, Trade, 188209.633, 82, B08, S00, 1
B08, Trade, 190961.900, 82, B08, S02, 1
B08, Trade, 198145.567, 79, B08, S03, 1
B08, Trade, 199321.617, 82, B08, S00, 1
B08, Trade, 201239.417, 80, B08, S04, 1
B08, Trade, 201677.450, 76, B08, S01, 1
B08, Trade, 202069.100, 81, B08, S01, 1
B08, Trade, 202191.400, 82, B08, S01, 1
B08, Trade, 202380.683, 81, B08, S03, 1
B08, Trade, 202554.283, 82, B08, S01, 1
B08, Trade, 202719.217, 81, B08, S01, 1
B08, Trade, 202813.867, 79, S05, B08, 1
B08, Trade, 202925.650, 77, B08, S01, 1
B08, Trade, 202950.783, 78, B08, S01, 1
B08, Trade, 203153.067, 81, B08, S05, 1
B08, Trade, 203177.117, 82, B08, S01, 1
B08, Trade, 203487.700, 81, B08, S01, 1
B08, Trade, 203557.300, 81, B08, S02, 1
B08, Trade, 203806.783, 80, B08, S01, 1
B08, Trade, 203823.267, 82, B08, S03, 1
B08, Trade, 204055.200, 81, B08, S04, 1
B08, Trade, 204107.983, 81, B08, S01, 1
B08, Trade, 204296.867, 82, B08, S01, 1
B08, Trade, 204363.467, 80, B08, S02, 1
B08, Trade, 204457.450, 82, B08, S02, 1
B08, Trade, 204662.700, 82, B08, S04, 1
B08, Trade, 204853.650, 82, B08, S01, 1
B08, Trade, 205737.033, 81, B08, S01, 1
B08, Trade, 206066.817, 81, B08, S02, 1
B08, Trade, 206348.417, 76, B08, S01, 1
B08, Trade, 206540.250, 75, B08, S04, 1
B08, Trade, 206553.100, 82, B08, S01, 1
B08, Trade, 206816.250, 82, B08, S02, 1
B08, Trade, 207204.850, 75, B08, S01, 1
B08, Trade, 207339.450, 80, B08, S01, 1
B08, Trade, 207496.783, 79, B08, S02, 1
B08, Trade, 207512.333, 80, B08, S04, 1
B08, Trade, 207640.800, 77, B08, S01, 1
B08, Trade, 208340.617, 79, B08, S01, 1
B08, Trade, 208506.733, 80, B08, S03, 1
B08, Trade, 208553.433, 82, B08, S05, 1
B08, Trade, 208593.700, 82, B08, S01, 1
B08, Trade, 212318.850, 82, B08, S04, 1
B08, Trade, 219391.800, 82, B08, S03, 1
B08, Trade, 221885.950, 81, B08, S00, 1
B08, Trade, 221950.400, 82, B08, S04, 1
B08, Trade, 222924.600, 80, B08, S00, 1
B08, Trade, 225154.917, 78, B08, S00, 1
B08, Trade, 225852.117, 81, B08, S06, 1
