B00, 0
B01, 1
B01, Trade, 218052.167, 62, B01, S00, 1
B02, 0
B03, 2
B03, Trade, 74755.983, 68, B03, S00, 1
B03, Trade, 74983.983, 68, B03, S00, 1
B04, 7
B04, Trade, 25571.683, 70, B04, S03, 1
B04, Trade, 64018.083, 71, B04, S00, 1
B04, Trade, 96465.183, 71, B04, S00, 1
B04, Trade, 149435.483, 71, B04, S00, 1
B04, Trade, 150082.233, 71, B04, S03, 1
B04, Trade, 163569.767, 71, B04, S04, 1
B04, Trade, 193150.550, 71, B04, S03, 1
B05, 18
B05, Trade, 25935.250, 73, B05, S00, 1
B05, Trade, 26968.617, 73, B05, S05, 1
B05, Trade, 27986.783, 73, B05, S03, 1
B05, Trade, 110826.633, 73, B05, S02, 1
B05, Trade, 144113.133, 73, B05, S03, 1
B05, Trade, 144228.150, 73, B05, S02, 1
B05, Trade, 144288.450, 73, B05, S01, 1
B05, Trade, 145779.050, 73, B05, S02, 1
B05, Trade, 146032.917, 73, B05, S01, 1
B05, Trade, 146061.567, 73, B05, S01, 1
B05, Trade, 146836.367, 72, B05, S02, 1
B05, Trade, 148148.600, 73, B05, S03, 1
B05, Trade, 148168.433, 73, B05, S02, 1
B05, Trade, 150082.083, 73, B05, S02, 1
B05, Trade, 151153.167, 73, B05, S01, 1
B05, Trade, 185250.783, 73, B05, S00, 1
B05, Trade, 185936.817, 73, B05, S01, 1
B05, Trade, 186497.617, 73, B05, S02, 1
B06, 64
B06, Trade, 94790.783, 76, B06, S04, 1
B06, Trade, 99391.267, 76, B06, S02, 1
B06, Trade, 101040.150, 76, B06, S04, 1
B06, Trade, 146018.883, 71, B06, S02, 1
B06, Trade, 159174.833, 76, B06, S00, 1
B06, Trade, 161548.200, 76, B06, S04, 1
B06, Trade, 162635.617, 76, B06, S04, 1
B06, Trade, 162989.233, 76, B06, S04, 1
B06, Trade, 173208.450, 76, B06, S00, 1
B06, Trade, 174484.333, 76, B06, S00, 1
B06, Trade, 174727.683, 76, B06, S05, 1
B06, Trade, 177371.983, 74, B06, S00, 1
B06, Trade, 180483.450, 76, B06, S05, 1
B06, Trade, 180690.917, 74, B06, S00, 1
