B00, 0
B01, 0
B02, 0
B03, 0
B04, 1
B04, Trade, 91643.600, 71, B04, S00, 1
B05, 10
B05, Trade, 50977.450, 73, B05, S03, 1
B05, Trade, 169305.817, 73, B05, S00, 1
B05, Trade, 169909.483, 73, B05, S00, 1
B05, Trade, 170933.250, 72, B05, S03, 1
B05, Trade, 172249.317, 73, B05, S00, 1
B05, Trade, 242062.867, 73, B05, S01, 1
B05, Trade, 242794.950, 73, B05, S03, 1
B05, Trade, 243516.483, 72, B05, S01, 1
B05, Trade, 244160.100, 73, B05, S03, 1
B05, Trade, 244726.667, 73, B05, S01, 1
B06, 66
B06, Trade, 22181.567, 76, B06, S01, 1
B06, Trade, 24876.667, 76, B06, S00, 1
B06, Trade, 25721.000, 76, B06, S02, 1
B06, Trade, 26077.567, 76, B06, S06, 1
B06, Trade, 26394.067, 76, B06, S06, 1
B06, Trade, 26651.533, 76, B06, S06, 1
B06, Trade, 28609.250, 76, B06, S02, 1
B06, Trade, 50082.100, 75, B06, S03, 1
B06, Trade, 54528.250, 76, B06, S01, 1
B06, Trade, 80247.833, 74, B06, S01, 1
B06, Trade, 81349.167, 76, B06, S01, 1
B06, Trade, 97990.400, 76, B06, S02, 1
B06, Trade, 106623.100, 76, B06, S04, 1
B06, Trade, 107212.633, 74, S05, B06, 1
B06, Trade, 108117.550, 76, B06, S04, 1
B06, Trade, 112341.050, 76, B06, S04, 1
B06, Trade, 115364.067, 75, B06, S05, 1
B06, Trade, 115552.150, 75, B06, S01, 1
B06, Trade, 115669.500, 76, B06, S01, 1
B06, Trade, 115740.700, 76, B06, S04, 1
B06, Trade, 116129.783, 76, B06, S01, 1
B06, Trade, 116356.300, 76, B06, S05, 1
B06, Trade, 116374.983, 76, B06, S01, 1
B06, Trade, 116565.900, 75, B06, S05, 1
B06, Trade, 116618.517, 76, B06, S04, 1
B06, Trade, 116653.117, 76, B06, S05, 1
B06, Trade, 116908.667, 76, B06, S04, 1
B06, Trade, 117434.817, 75, B06, S01, 1
B06, Trade, 117601.383, 76, B06, S05, 1
B06, Trade, 117627.200, 76, B06, S05, 1
B06, Trade, 118051.533, 76, B06, S04, 1
B06, Trade, 118341.133, 76, B06, S01, 1
B06, Trade, 118476.467, 76, B06, S01, 1
B06, Trade, 118493.767, 76, B06, S01, 1
B06, Trade, 118724.167, 76, B06, S01, 1
B06, Trade, 118865.533, 76, B06, S01, 1
B06, Trade, 118949.533, 76, B06, S04, 1
B06, Trade, 119267.117, 76, B06, S04, 1
B06, Trade, 119312.767, 76, B06, S05, 1
B06, Trade, 119604.200, 76, B06, S06, 1
B06, Trade, 119674.300, 76, B06, S01, 1
B06, Trade, 119746.583, 76, B06, S05, 1
B06, Trade, 119835.100, 75, B06, S05, 1
B06, Trade, 120736.267, 76, B06, S06, 1
B06, Trade, 120809.183, 76, B06, S06, 1
B06, Trade, 121077.650, 75, B06, S01, 1
B06, Trade, 121172.333, 76, B06, S05, 1
B06, Trade, 121279.600, 75, B06, S05, 1
B06, Trade, 121392.167, 76, B06, S05, 1
B06, Trade, 121447.317, 76, B06, S04, 1
B06, Trade, 121475.917, 76, B06, S00, 1
B06, Trade, 122085.600, 75, B06, S04, 1
B06, Trade, 122143.567, 76, B06, S01, 1
B06, Trade, 122430.000, 76, B06, S00, 1
B06, Trade, 125362.800, 76, B06, S06, 1
B06, Trade, 125822.583, 76, B06, S02, 1
