B00, 0
B01, 0
B02, 0
B03, 1
B03, Trade, 125191.033, 67, B03, S00, 1
B04, 0
B05, 1
B05, Trade, 170983.983, 72, B05, S00, 1
B06, 16
B06, Trade, 57755.883, 75, B06, S03, 1
B06, Trade, 79293.583, 74, B06, S02, 1
B06, Trade, 153860.500, 74, B06, S00, 1
B06, Trade, 158482.250, 74, B06, S03, 1
B06, Trade, 164048.217, 74, B06, S00, 1
B06, Trade, 184007.267, 74, B06, S04, 1
B06, Trade, 192042.083, 74, B06, S01, 1
B06, Trade, 202918.417, 74, B06, S00, 1
B06, Trade, 215216.383, 74, B06, S05, 1
B06, Trade, 224803.983, 73, B06, S01, 1
B06, Trade, 239197.317, 73, B06, S04, 1
B06, Trade, 239500.050, 73, B06, S00, 1
B06, Trade, 240650.783, 74, B06, S01, 1
B06, Trade, 250994.117, 74, B06, S02, 1
B06, Trade, 256036.483, 74, B06, S00, 1
B06, Trade, 257534.700, 73, B06, S04, 1
B07, 100
B07, Trade, 242653.417, 79, B07, S05, 1
B07, Trade, 242856.383, 78, B07, S05, 1
B07, Trade, 242949.500, 79, B07, S00, 1
B07, Trade, 243062.333, 79, B07, S00, 1
B07, Trade, 243130.450, 79, B07, S05, 1
B07, Trade, 243536.217, 79, B07, S01, 1
B07, Trade, 243564.500, 79, B07, S03, 1
B07, Trade, 243660.383, 79, B07, S01, 1
B07, Trade, 243992.600, 79, B07, S00, 1
B07, Trade, 244062.833, 78, B07, S04, 1
B07, Trade, 244067.383, 79, B07, S00, 1
B07, Trade, 244187.517, 79, B07, S02, 1
B07, Trade, 244208.050, 79, B07, S03, 1
B07, Trade, 244350.833, 79, B07, S02, 1
B07, Trade, 244399.733, 79, B07, S03, 1
B07, Trade, 244464.983, 79, B07, S04, 1
B07, Trade, 244685.600, 79, B07, S04, 1
B07, Trade, 244816.333, 78, B07, S00, 1
B07, Trade, 245164.383, 77, B07, S02, 1
B07, Trade, 245288.217, 79, B07, S01, 1
B07, Trade, 245317.267, 77, B07, S02, 1
B07, Trade, 245534.583, 79, B07, S06, 1
B07, Trade, 245929.817, 79, B07, S06, 1
B07, Trade, 246259.550, 79, B07, S00, 1
B07, Trade, 246712.433, 78, B07, S03, 1
B07, Trade, 246772.067, 78, B07, S00, 1
B07, Trade, 246869.233, 79, B07, S00, 1
B07, Trade, 247140.133, 79, B07, S02, 1
B07, Trade, 247213.417, 79, B07, S01, 1
B07, Trade, 247235.517, 78, B07, S02, 1
B07, Trade, 247665.833, 79, B07, S01, 1
B07, Trade, 248133.383, 79, B07, S06, 1
B07, Trade, 248358.083, 79, B07, S00, 1
B07, Trade, 248552.567, 79, B07, S05, 1
B07, Trade, 249029.217, 79, B07, S00, 1
B07, Trade, 249609.333, 79, B07, S06, 1
B07, Trade, 250304.800, 79, B07, S03, 1
B07, Trade, 250433.517, 79, B07, S05, 1
B07, Trade, 250495.500, 79, B07, S02, 1
B07, Trade, 250554.867, 79, B07, S03, 1
B07, Trade, 250993.733, 79, B07, S00, 1
B07, Trade, 251048.217, 79, B07, S05, 1
B07, Trade, 251206.300, 79, B07, S06, 1
B07, Trade, 251554.233, 78, B07, S01, 1
B07, Trade, 252096.483, 79, B07, S03, 1
B07, Trade, 252167.533, 79, B07, S02, 1
B07, Trade, 252206.267, 79, B07, S03, 1
B07, Trade, 252332.417, 78, B07, S00, 1
B07, Trade, 252625.733, 78, B07, S00, 1
B07, Trade, 252642.800, 79, B07, S04, 1
B07, Trade, 252686.783, 79, B07, S00, 1
B07, Trade, 252855.233, 78, B07, S00, 1
B07, Trade, 253312.117, 78, B07, S03, 1
B07, Trade, 253415.583, 79, B07, S00, 1
B07, Trade, 253467.267, 79, B07, S04, 1
B07, Trade, 253542.433, 79, B07, S04, 1
B07, Trade, 253715.167, 79, B07, S00, 1
B07, Trade, 253725.233, 79, B07, S03, 1
B07, Trade, 253955.833, 79, B07, S00, 1
B07, Trade, 254114.433, 79, B07, S04, 1
B07, Trade, 254361.450, 79, B07, S02, 1
B07, Trade, 254485.600, 79, B07, S06, 1
B07, Trade, 254659.333, 79, B07, S03, 1
B07, Trade, 254760.950, 79, B07, S02, 1
B07, Trade, 254764.867, 79, B07, S00, 1
B07, Trade, 255058.767, 79, B07, S02, 1
B07, Trade, 255180.567, 79, B07, S01, 1
B07, Trade, 255324.717, 79, B07, S00, 1
B07, Trade, 255349.583, 79, B07, S01, 1
B07, Trade, 255634.483, 77, B07, S04, 1
B07, Trade, 255734.700, 79, B07, S02, 1
B07, Trade, 255755.733, 79, B07, S02, 1
B07, Trade, 255792.567, 78, B07, S04, 1
B07, Trade, 255894.067, 79, B07, S01, 1
B07, Trade, 255931.983, 79, B07, S04, 1
B07, Trade, 256036.300, 78, B07, S06, 1
B07, Trade, 256160.117, 79, B07, S00, 1
B07, Trade, 256352.850, 79, B07, S02, 1
B07, Trade, 256455.333, 79, B07, S04, 1
B07, Trade, 256725.117, 79, B07, S02, 1
B07, Trade, 256836.383, 79, B07, S04, 1
B07, Trade, 256844.750, 79, B07, S00, 1
B07, Trade, 256928.783, 78, B07, S00, 1
B07, Trade, 257087.317, 78, B07, S00, 1
B07, Trade, 257412.300, 78, B07, S03, 1
B07, Trade, 257427.550, 78, B07, S03, 1
B07, Trade, 257469.017, 79, B07, S01, 1
B07, Trade, 257619.100, 78, B07, S03, 1
B07, Trade, 257677.750, 79, B07, S00, 1
B07, Trade, 257707.767, 78, B07, S02, 1
B07, Trade, 257830.517, 79, B07, S03, 1
B07, Trade, 258499.600, 79, B07, S03, 1
B07, Trade, 258513.067, 79, B07, S04, 1
B07, Trade, 258648.783, 79, B07, S04, 1
B07, Trade, 258683.950, 79, B07, S00, 1
B07, Trade, 258703.483, 79, B07, S01, 1
B07, Trade, 258856.933, 79, B07, S01, 1
B07, Trade, 258913.700, 78, B07, S03, 1
B07, Trade, 258948.067, 79, B07, S00, 1
B07, Trade, 259146.250, 79, B07, S04, 1
B08, 20
B08, Trade, 28837.267, 80, B08, S00, 1
B08, Trade, 32543.900, 79, B08, S03, 1
B08, Trade, 35478.500, 81, B08, S04, 1
B08, Trade, 38388.950, 75, B08, S01, 1
B08, Trade, 44447.467, 75, B08, S03, 1
B08, Trade, 64037.167, 79, B08, S03, 1
B08, Trade, 72520.200, 79, B08, S01, 1
B08, Trade, 95728.183, 79, B08, S03, 1
B08, Trade, 128332.633, 80, B08, S01, 1
B08, Trade, 165890.117, 69, B08, S02, 1
B08, Trade, 166999.917, 80, B08, S02, 1
B08, Trade, 167918.817, 79, B08, S02, 1
B08, Trade, 169193.583, 79, B08, S03, 1
B08, Trade, 180107.750, 80, B08, S04, 1
B08, Trade, 213665.350, 77, B08, S04, 1
B08, Trade, 218504.617, 74, B08, S00, 1
B08, Trade, 221837.350, 76, B08, S02, 1
B08, Trade, 244449.967, 80, B08, S02, 1
B08, Trade, 253493.533, 81, B08, S06, 1
B08, Trade, 258605.167, 80, B08, S01, 1
B09, 100
B09, Trade, 219516.700, 84, B09, S00, 1
B09, Trade, 220763.033, 84, B09, S02, 1
B09, Trade, 220802.350, 82, S00, B09, 1
B09, Trade, 221694.683, 82, B09, S04, 1
B09, Trade, 221835.217, 82, B09, S03, 1
B09, Trade, 222089.283, 83, B09, S03, 1
B09, Trade, 222219.383, 83, B09, S01, 1
B09, Trade, 223327.667, 80, B09, S00, 1
B09, Trade, 224116.233, 83, B09, S02, 1
B09, Trade, 224335.867, 84, B09, S00, 1
B09, Trade, 225193.000, 84, B09, S07, 1
B09, Trade, 225542.533, 83, B09, S06, 1
B09, Trade, 226212.633, 83, B09, S00, 1
B09, Trade, 229254.250, 83, B09, S06, 1
B09, Trade, 229796.583, 83, B09, S05, 1
B09, Trade, 230078.767, 84, B09, S03, 1
B09, Trade, 231368.600, 80, B09, S06, 1
B09, Trade, 231593.117, 84, B09, S04, 1
B09, Trade, 231840.117, 80, B09, S04, 1
B09, Trade, 231949.250, 82, B09, S03, 1
B09, Trade, 232560.833, 84, B09, S02, 1
B09, Trade, 232593.183, 83, B09, S02, 1
B09, Trade, 232691.200, 83, B09, S01, 1
B09, Trade, 234203.483, 79, B09, S03, 1
B09, Trade, 234558.100, 84, B09, S07, 1
B09, Trade, 234624.367, 84, B09, S07, 1
