Trd, 258487.083, 112
Trd, 258487.150, 116
Trd, 258487.550, 113
Trd, 258487.583, 95
Trd, 258489.017, 97
Trd, 258489.067, 103
Trd, 258489.200, 96
Trd, 258489.667, 92
Trd, 258489.683, 97
Trd, 258490.083, 82
Trd, 258491.667, 83
Trd, 258491.933, 92
Trd, 258491.950, 84
Trd, 258492.517, 106
Trd, 258493.633, 96
Trd, 258493.850, 99
Trd, 258493.950, 87
Trd, 258494.117, 94
Trd, 258494.633, 100
Trd, 258494.917, 97
Trd, 258495.433, 96
Trd, 258495.567, 98
Trd, 258495.900, 91
Trd, 258495.967, 108
Trd, 258496.900, 99
Trd, 258497.350, 107
Trd, 258497.650, 84
Trd, 258498.850, 104
Trd, 258499.067, 81
Trd, 258500.283, 98
Trd, 258500.767, 97
Trd, 258500.883, 99
Trd, 258500.950, 84
Trd, 258501.783, 90
Trd, 258502.100, 89
Trd, 258502.483, 84
Trd, 258502.583, 99
Trd, 258502.850, 81
Trd, 258503.550, 100
Trd, 258503.833, 85
Trd, 258504.550, 96
Trd, 258504.900, 108
Trd, 258505.183, 109
Trd, 258505.683, 98
Trd, 258506.150, 109
Trd, 258506.383, 86
Trd, 258506.650, 79
Trd, 258506.883, 128
Trd, 258507.533, 104
Trd, 258507.833, 118
Trd, 258508.117, 92
Trd, 258508.467, 116
Trd, 258509.083, 105
Trd, 258510.483, 92
Trd, 258510.517, 96
Trd, 258510.767, 103
Trd, 258510.833, 90
Trd, 258511.767, 79
Trd, 258512.950, 109
Trd, 258513.167, 114
Trd, 258513.500, 89
Trd, 258514.400, 113
Trd, 258514.967, 110
Trd, 258515.767, 92
Trd, 258516.533, 95
Trd, 258516.767, 93
Trd, 258517.367, 105
Trd, 258517.600, 109
Trd, 258518.717, 111
Trd, 258519.000, 108
Trd, 258520.083, 103
Trd, 258520.133, 100
Trd, 258520.467, 91
Trd, 258521.733, 96
Trd, 258522.567, 89
Trd, 258522.617, 82
Trd, 258522.767, 91
Trd, 258524.383, 108
Trd, 258524.483, 103
Trd, 258525.383, 98
Trd, 258525.483, 89
