change_f_for_top3_k_outputs/change_K06_F0.0, 259200, 103, 108, PRDE, 16888167, 60, 281469.450000, 
change_f_for_top3_k_outputs/change_K08_F0.0, 259200, 100, 105, PRDE, 17218269, 60, 286971.150000, 
change_f_for_top3_k_outputs/change_K07_F0.0, 259200, 97, 113, PRDE, 17402749, 60, 290045.816667, 
change_f_for_top3_k_outputs/change_K06_F0.1, 259200, 102, 121, PRDE, 19093749, 60, 318229.150000, 
change_f_for_top3_k_outputs/change_K08_F0.1, 259200, 86, 104, PRDE, 18363495, 60, 306058.250000, 
change_f_for_top3_k_outputs/change_K07_F0.1, 259200, 83, 107, PRDE, 17937764, 60, 298962.733333, 
change_f_for_top3_k_outputs/change_K06_F0.2, 259200, 90, 97, PRDE, 17646420, 60, 294107.000000, 
change_f_for_top3_k_outputs/change_K08_F0.2, 259200, 96, 122, PRDE, 16466863, 60, 274447.716667, 
change_f_for_top3_k_outputs/change_K07_F0.2, 259200, 93, 116, PRDE, 17999019, 60, 299983.650000, 
change_f_for_top3_k_outputs/change_K06_F0.30000000000000004, 259200, 107, 115, PRDE, 17190076, 60, 286501.266667, 
change_f_for_top3_k_outputs/change_K08_F0.30000000000000004, 259200, 95, 101, PRDE, 16511785, 60, 275196.416667, 
change_f_for_top3_k_outputs/change_K07_F0.30000000000000004, 259200, 110, 123, PRDE, 17438333, 60, 290638.883333, 
change_f_for_top3_k_outputs/change_K06_F0.4, 259200, 91, 109, PRDE, 17897302, 60, 298288.366667, 
change_f_for_top3_k_outputs/change_K08_F0.4, 259200, 95, 100, PRDE, 16962198, 60, 282703.300000, 
change_f_for_top3_k_outputs/change_K07_F0.4, 259200, 88, 110, PRDE, 17687833, 60, 294797.216667, 
change_f_for_top3_k_outputs/change_K06_F0.5, 259200, 104, 129, PRDE, 18282149, 60, 304702.483333, 
change_f_for_top3_k_outputs/change_K08_F0.5, 259200, 94, 120, PRDE, 17916599, 60, 298609.983333, 
change_f_for_top3_k_outputs/change_K07_F0.5, 259200, 98, 110, PRDE, 17756847, 60, 295947.450000, 
change_f_for_top3_k_outputs/change_K06_F0.6000000000000001, 259200, 83, 103, PRDE, 18171738, 60, 302862.300000, 
change_f_for_top3_k_outputs/change_K08_F0.6000000000000001, 259200, 103, 120, PRDE, 18071168, 60, 301186.133333, 
change_f_for_top3_k_outputs/change_K07_F0.6000000000000001, 259200, 97, 118, PRDE, 18284797, 60, 304746.616667, 
