B00, 0
B01, 11
B01, Trade, 180749.550, 181, B01, S00, 1
B01, Trade, 182068.250, 182, B01, S00, 1
B01, Trade, 182878.350, 182, B01, S00, 1
B01, Trade, 185565.467, 182, B01, S00, 1
B01, Trade, 186169.517, 180, B01, S00, 1
B01, Trade, 186361.217, 182, B01, S00, 1
B01, Trade, 212517.283, 182, B01, S01, 1
B01, Trade, 244916.900, 182, B01, S01, 1
B01, Trade, 246219.433, 181, B01, S00, 1
B01, Trade, 249224.167, 182, B01, S01, 1
B01, Trade, 250234.533, 182, B01, S00, 1
B02, 15
B02, Trade, 152165.200, 105, B02, S00, 1
B02, Trade, 175674.283, 185, B02, S02, 1
B02, Trade, 178705.650, 184, S01, B02, 1
B02, Trade, 179922.667, 185, B02, S01, 1
B02, Trade, 194536.417, 182, S00, B02, 1
B02, Trade, 195979.333, 183, B02, S00, 1
B02, Trade, 196301.317, 183, B02, S00, 1
B02, Trade, 196466.667, 184, B02, S00, 1
B02, Trade, 196754.800, 181, B02, S00, 1
B02, Trade, 196799.317, 184, B02, S00, 1
B02, Trade, 196805.050, 182, B02, S00, 1
B02, Trade, 200534.950, 182, B02, S01, 1
B02, Trade, 201002.217, 181, S00, B02, 1
B02, Trade, 201340.833, 181, S00, B02, 1
B02, Trade, 231039.783, 183, B02, S00, 1
B03, 16
B03, Trade, 198883.533, 184, B03, S00, 1
B03, Trade, 242932.767, 188, B03, S03, 1
B03, Trade, 245122.867, 188, B03, S00, 1
B03, Trade, 245336.917, 185, B03, S01, 1
B03, Trade, 245340.250, 188, B03, S00, 1
B03, Trade, 245591.483, 184, B03, S00, 1
B03, Trade, 246140.250, 188, B03, S01, 1
B03, Trade, 246186.117, 188, B03, S02, 1
B03, Trade, 247052.417, 188, B03, S01, 1
B03, Trade, 247249.133, 187, B03, S01, 1
B03, Trade, 247342.167, 184, B03, S00, 1
B03, Trade, 247792.967, 186, B03, S00, 1
B03, Trade, 248045.800, 183, S00, B03, 1
B03, Trade, 250082.550, 186, B03, S01, 1
B03, Trade, 250215.033, 186, B03, S02, 1
B03, Trade, 250628.433, 188, B03, S02, 1
B04, 41
B04, Trade, 28860.933, 70, B04, S00, 1
B04, Trade, 30017.067, 71, B04, S00, 1
B04, Trade, 52352.367, 69, B04, S02, 1
B04, Trade, 109680.800, 110, B04, S01, 1
B04, Trade, 129697.850, 111, B04, S04, 1
B04, Trade, 130150.683, 111, B04, S04, 1
B04, Trade, 130913.417, 111, B04, S02, 1
B04, Trade, 133070.750, 111, B04, S01, 1
B04, Trade, 134094.933, 111, B04, S04, 1
B04, Trade, 134750.333, 111, B04, S02, 1
B04, Trade, 135408.683, 111, B04, S04, 1
B04, Trade, 135947.600, 111, B04, S01, 1
B04, Trade, 178651.133, 190, B04, S01, 1
B04, Trade, 186741.417, 184, B04, S00, 1
B04, Trade, 201949.317, 191, B04, S01, 1
B04, Trade, 202035.117, 191, B04, S00, 1
B04, Trade, 202064.400, 190, B04, S00, 1
B04, Trade, 202853.750, 190, B04, S00, 1
B04, Trade, 203003.983, 191, B04, S02, 1
B04, Trade, 203099.050, 191, B04, S02, 1
B04, Trade, 203239.650, 191, B04, S01, 1
B04, Trade, 203297.683, 190, B04, S00, 1
B04, Trade, 203895.683, 190, B04, S02, 1
B04, Trade, 204402.750, 190, B04, S00, 1
B04, Trade, 204435.200, 190, B04, S02, 1
B04, Trade, 204490.333, 190, B04, S00, 1
B04, Trade, 205714.883, 187, B04, S00, 1
B04, Trade, 205774.667, 186, S02, B04, 1
B04, Trade, 206068.133, 190, B04, S01, 1
B04, Trade, 206261.167, 191, B04, S00, 1
B04, Trade, 206821.500, 188, B04, S00, 1
B04, Trade, 207153.533, 189, B04, S02, 1
B04, Trade, 207240.983, 186, B04, S00, 1
B04, Trade, 207379.083, 191, B04, S02, 1
B04, Trade, 207811.167, 191, B04, S02, 1
B04, Trade, 207833.250, 190, B04, S02, 1
