B00, 1
B00, Trade, 185790.367, 180, B00, S00, 1
B01, 0
B02, 3
B02, Trade, 151896.417, 103, B02, S00, 1
B02, Trade, 152375.850, 102, B02, S00, 1
B02, Trade, 157549.933, 105, B02, S00, 1
B03, 23
B03, Trade, 96653.083, 108, B03, S02, 1
B03, Trade, 96857.067, 105, B03, S02, 1
B03, Trade, 97438.683, 108, B03, S00, 1
B03, Trade, 97548.833, 108, B03, S02, 1
B03, Trade, 98340.200, 108, B03, S02, 1
B03, Trade, 99524.267, 108, B03, S02, 1
B03, Trade, 100093.633, 108, B03, S02, 1
B03, Trade, 100710.700, 108, B03, S00, 1
B03, Trade, 129815.250, 108, B03, S01, 1
B03, Trade, 133122.067, 108, B03, S01, 1
B03, Trade, 153901.167, 107, B03, S00, 1
B03, Trade, 213814.067, 188, B03, S02, 1
B03, Trade, 223428.300, 188, B03, S02, 1
B03, Trade, 223961.617, 183, B03, S00, 1
B03, Trade, 225782.633, 185, B03, S00, 1
B03, Trade, 226167.267, 188, B03, S00, 1
B03, Trade, 227552.867, 188, B03, S03, 1
B03, Trade, 228385.100, 187, B03, S00, 1
B03, Trade, 229374.850, 188, B03, S00, 1
B03, Trade, 230000.617, 188, B03, S00, 1
B03, Trade, 240563.733, 188, B03, S01, 1
B03, Trade, 242383.717, 188, B03, S01, 1
B03, Trade, 244189.767, 188, B03, S01, 1
B04, 100
B04, Trade, 85779.050, 71, B04, S02, 1
B04, Trade, 85829.050, 71, B04, S02, 1
B04, Trade, 86186.633, 71, B04, S04, 1
B04, Trade, 90702.567, 109, B04, S02, 1
B04, Trade, 109242.967, 104, B04, S00, 1
B04, Trade, 109863.617, 110, B04, S00, 1
B04, Trade, 116735.850, 111, B04, S03, 1
B04, Trade, 116934.617, 111, B04, S00, 1
B04, Trade, 117221.250, 111, B04, S00, 1
B04, Trade, 117428.667, 111, B04, S00, 1
B04, Trade, 117457.867, 111, B04, S00, 1
B04, Trade, 120320.467, 111, B04, S00, 1
B04, Trade, 120645.517, 111, B04, S00, 1
B04, Trade, 121017.150, 111, B04, S00, 1
B04, Trade, 121074.200, 111, B04, S00, 1
B04, Trade, 139314.500, 111, B04, S02, 1
B04, Trade, 139498.733, 111, B04, S00, 1
B04, Trade, 141209.533, 111, B04, S03, 1
B04, Trade, 141278.983, 108, S00, B04, 1
B04, Trade, 141363.467, 111, B04, S01, 1
B04, Trade, 142372.317, 110, B04, S02, 1
B04, Trade, 144782.050, 108, S00, B04, 1
B04, Trade, 146872.150, 109, S03, B04, 1
B04, Trade, 147358.317, 111, B04, S00, 1
B04, Trade, 172807.567, 174, S27, B04, 1
B04, Trade, 177183.850, 185, B04, S00, 1
B04, Trade, 181155.817, 190, B04, S00, 1
B04, Trade, 187291.183, 191, B04, S02, 1
B04, Trade, 187768.550, 191, B04, S03, 1
B04, Trade, 188945.733, 188, B04, S00, 1
B04, Trade, 190428.333, 191, B04, S02, 1
B04, Trade, 192410.700, 186, B04, S02, 1
B04, Trade, 195471.883, 187, B04, S00, 1
B04, Trade, 195512.500, 187, B04, S02, 1
B04, Trade, 199015.100, 189, B04, S00, 1
B04, Trade, 199329.883, 188, B04, S00, 1
B04, Trade, 199644.583, 191, B04, S00, 1
B04, Trade, 202624.217, 188, S03, B04, 1
B04, Trade, 203909.750, 189, B04, S01, 1
B04, Trade, 205813.783, 187, B04, S00, 1
B04, Trade, 208284.667, 190, B04, S03, 1
B04, Trade, 210161.267, 189, B04, S02, 1
B04, Trade, 217764.517, 189, S00, B04, 1
B04, Trade, 222999.517, 190, B04, S01, 1
B04, Trade, 223805.750, 191, B04, S03, 1
B04, Trade, 224252.500, 191, B04, S02, 1
B04, Trade, 224276.217, 190, B04, S00, 1
B04, Trade, 224307.050, 191, B04, S00, 1
B04, Trade, 224343.733, 184, B04, S00, 1
B04, Trade, 224537.400, 190, B04, S00, 1
B04, Trade, 224624.400, 191, B04, S00, 1
B04, Trade, 224646.100, 191, B04, S04, 1
B04, Trade, 224725.517, 187, B04, S00, 1
B04, Trade, 224785.500, 191, B04, S00, 1
B04, Trade, 224993.500, 191, B04, S04, 1
B04, Trade, 225110.850, 190, B04, S00, 1
B04, Trade, 225195.283, 191, B04, S01, 1
B04, Trade, 225260.350, 190, B04, S03, 1
B04, Trade, 225414.500, 191, B04, S00, 1
B04, Trade, 225488.183, 189, B04, S00, 1
B04, Trade, 225667.900, 190, B04, S00, 1
B04, Trade, 225768.850, 191, B04, S01, 1
B04, Trade, 226036.217, 191, B04, S00, 1
B04, Trade, 226094.067, 189, B04, S00, 1
B04, Trade, 226367.933, 191, B04, S01, 1
B04, Trade, 226665.033, 190, B04, S00, 1
B04, Trade, 227192.167, 191, B04, S00, 1
B04, Trade, 227237.667, 190, B04, S00, 1
B04, Trade, 227553.150, 185, S00, B04, 1
B04, Trade, 227673.317, 191, B04, S00, 1
B04, Trade, 227702.783, 190, B04, S00, 1
B04, Trade, 228139.700, 191, B04, S02, 1
B04, Trade, 228288.167, 191, B04, S04, 1
B04, Trade, 228315.833, 190, B04, S01, 1
B04, Trade, 228404.817, 190, B04, S01, 1
B04, Trade, 228486.133, 191, B04, S00, 1
B04, Trade, 228999.200, 191, B04, S03, 1
B04, Trade, 229102.883, 191, B04, S01, 1
B04, Trade, 229239.800, 191, B04, S03, 1
B04, Trade, 229332.900, 191, B04, S02, 1
B04, Trade, 229426.200, 191, B04, S00, 1
