B00, 0
B01, 4
B01, Trade, 160549.217, 102, B01, S01, 1
B01, Trade, 163484.800, 102, B01, S01, 1
B01, Trade, 200881.950, 182, B01, S01, 1
B01, Trade, 208664.633, 182, B01, S01, 1
B02, 10
B02, Trade, 77201.600, 65, B02, S01, 1
B02, Trade, 140123.083, 105, B02, S02, 1
B02, Trade, 146833.550, 105, B02, S02, 1
B02, Trade, 148011.100, 105, B02, S02, 1
B02, Trade, 148056.433, 105, B02, S02, 1
B02, Trade, 160241.733, 105, B02, S01, 1
B02, Trade, 161851.800, 105, B02, S02, 1
B02, Trade, 162289.000, 105, S02, B02, 1
B02, Trade, 172804.783, 148, S16, B02, 1
B02, Trade, 244276.467, 185, B02, S02, 1
B03, 1
B03, Trade, 145468.083, 108, B03, S02, 1
B04, 24
B04, Trade, 79859.750, 71, B04, S04, 1
B04, Trade, 81659.117, 71, B04, S02, 1
B04, Trade, 83880.200, 71, B04, S02, 1
B04, Trade, 85512.850, 71, B04, S02, 1
B04, Trade, 86077.067, 71, B04, S02, 1
B04, Trade, 137031.933, 109, B04, S02, 1
B04, Trade, 137433.967, 111, B04, S02, 1
B04, Trade, 138547.433, 111, B04, S02, 1
B04, Trade, 142239.500, 110, B04, S02, 1
B04, Trade, 143596.933, 111, B04, S02, 1
B04, Trade, 145612.300, 110, B04, S02, 1
B04, Trade, 148212.950, 105, S01, B04, 1
B04, Trade, 158872.017, 105, B04, S02, 1
B04, Trade, 160254.283, 110, B04, S01, 1
B04, Trade, 160480.083, 110, B04, S03, 1
B04, Trade, 163896.567, 111, B04, S01, 1
B04, Trade, 172805.617, 153, S12, B04, 1
B04, Trade, 196512.433, 190, B04, S02, 1
B04, Trade, 197919.867, 189, B04, S01, 1
B04, Trade, 201188.767, 191, B04, S01, 1
B04, Trade, 203877.050, 189, S03, B04, 1
B04, Trade, 210647.533, 191, B04, S03, 1
B04, Trade, 215674.500, 191, B04, S03, 1
B04, Trade, 215758.650, 191, B04, S03, 1
B05, 100
B05, Trade, 237768.200, 192, B05, S02, 1
B05, Trade, 237943.917, 193, B05, S03, 1
B05, Trade, 237961.067, 193, B05, S03, 1
B05, Trade, 237987.317, 192, B05, S01, 1
B05, Trade, 238095.817, 187, B05, S02, 1
B05, Trade, 238118.533, 188, B05, S03, 1
B05, Trade, 238159.133, 193, B05, S03, 1
B05, Trade, 238276.733, 192, B05, S02, 1
B05, Trade, 238349.467, 192, B05, S02, 1
B05, Trade, 238405.217, 192, B05, S02, 1
B05, Trade, 238434.233, 190, B05, S03, 1
B05, Trade, 238545.200, 193, B05, S02, 1
B05, Trade, 238546.717, 193, B05, S03, 1
B05, Trade, 238610.317, 193, B05, S03, 1
B05, Trade, 238659.150, 193, B05, S03, 1
B05, Trade, 238666.850, 193, B05, S03, 1
B05, Trade, 238823.433, 193, B05, S03, 1
B05, Trade, 238839.533, 193, B05, S02, 1
B05, Trade, 238898.283, 193, B05, S03, 1
B05, Trade, 238973.400, 192, B05, S03, 1
B05, Trade, 238985.267, 192, B05, S02, 1
B05, Trade, 239024.200, 193, B05, S03, 1
B05, Trade, 239163.550, 193, B05, S03, 1
B05, Trade, 239274.983, 192, B05, S02, 1
B05, Trade, 239282.817, 193, B05, S02, 1
B05, Trade, 239359.867, 192, B05, S02, 1
B05, Trade, 239433.033, 190, B05, S02, 1
B05, Trade, 239518.517, 192, B05, S03, 1
B05, Trade, 239587.917, 186, S02, B05, 1
B05, Trade, 239650.450, 193, B05, S02, 1
B05, Trade, 239749.550, 190, B05, S02, 1
B05, Trade, 239838.567, 193, B05, S02, 1
B05, Trade, 239884.567, 189, B05, S03, 1
B05, Trade, 240137.000, 193, B05, S03, 1
B05, Trade, 240196.250, 193, B05, S01, 1
B05, Trade, 240211.117, 193, B05, S00, 1
B05, Trade, 240238.300, 193, B05, S03, 1
B05, Trade, 240265.900, 193, B05, S03, 1
B05, Trade, 240272.550, 193, B05, S03, 1
B05, Trade, 240394.483, 190, B05, S03, 1
B05, Trade, 240554.717, 192, B05, S02, 1
B05, Trade, 240696.450, 193, B05, S03, 1
B05, Trade, 240760.033, 191, B05, S02, 1
B05, Trade, 240919.383, 193, B05, S03, 1
B05, Trade, 241058.033, 193, B05, S02, 1
B05, Trade, 241191.117, 188, S03, B05, 1
B05, Trade, 241233.917, 190, B05, S02, 1
B05, Trade, 241278.683, 193, B05, S02, 1
B05, Trade, 241299.283, 192, B05, S03, 1
B05, Trade, 241305.117, 192, B05, S03, 1
B05, Trade, 241352.600, 189, B05, S02, 1
B05, Trade, 241506.467, 193, B05, S03, 1
B05, Trade, 241541.417, 193, B05, S02, 1
B05, Trade, 241582.983, 193, B05, S03, 1
B05, Trade, 241733.850, 193, B05, S03, 1
B05, Trade, 241750.817, 190, B05, S03, 1
