Trd, 863331.934, 102
Trd, 863332.018, 103
Trd, 863332.068, 100
Trd, 863332.201, 98
Trd, 863332.351, 95
Trd, 863332.434, 94
Trd, 863332.651, 105
Trd, 863332.768, 91
Trd, 863332.801, 90
Trd, 863333.434, 93
Trd, 863333.701, 92
Trd, 863333.901, 106
Trd, 863335.051, 97
Trd, 863335.151, 98
Trd, 863335.451, 107
Trd, 863335.601, 111
Trd, 863335.951, 93
Trd, 863336.168, 92
Trd, 863336.234, 91
Trd, 863336.651, 99
Trd, 863337.001, 108
Trd, 863337.318, 99
Trd, 863338.218, 95
Trd, 863338.684, 102
Trd, 863339.034, 93
Trd, 863339.601, 101
Trd, 863339.734, 101
Trd, 863339.901, 104
Trd, 863340.418, 102
Trd, 863340.468, 101
Trd, 863340.718, 102
Trd, 863341.468, 101
Trd, 863341.484, 100
Trd, 863342.051, 99
Trd, 863342.534, 97
Trd, 863343.134, 100
Trd, 863343.484, 102
Trd, 863343.551, 95
Trd, 863343.851, 98
Trd, 863344.318, 103
Trd, 863344.751, 106
Trd, 863344.984, 105
Trd, 863345.034, 109
Trd, 863345.668, 122
Trd, 863345.751, 115
Trd, 863346.318, 121
Trd, 863346.384, 114
Trd, 863346.518, 114
Trd, 863346.901, 112
Trd, 863346.984, 106
Trd, 863348.018, 99
Trd, 863348.184, 115
Trd, 863348.551, 99
Trd, 863349.018, 113
Trd, 863349.501, 101
Trd, 863349.768, 99
Trd, 863350.151, 98
Trd, 863350.584, 95
Trd, 863350.618, 96
Trd, 863350.718, 94
Trd, 863350.901, 96
Trd, 863351.434, 95
Trd, 863351.501, 105
Trd, 863351.684, 93
Trd, 863351.868, 106
Trd, 863352.234, 92
Trd, 863352.868, 93
Trd, 863352.901, 106
Trd, 863353.151, 105
Trd, 863353.601, 99
Trd, 863353.784, 98
Trd, 863353.834, 93
Trd, 863354.051, 93
Trd, 863354.251, 103
Trd, 863354.484, 93
Trd, 863354.668, 92
Trd, 863354.884, 102
Trd, 863356.001, 95
Trd, 863356.334, 97
Trd, 863356.418, 99
Trd, 863356.634, 98
Trd, 863356.701, 100
Trd, 863356.984, 101
Trd, 863357.001, 98
Trd, 863357.651, 98
Trd, 863358.284, 99
Trd, 863358.901, 98
Trd, 863359.118, 100
Trd, 863359.384, 96
Trd, 863359.684, 102
Trd, 863360.434, 104
Trd, 863360.601, 106
Trd, 863360.684, 97
Trd, 863361.018, 95
Trd, 863361.834, 95
Trd, 863361.884, 96
Trd, 863362.618, 95
Trd, 863362.701, 94
Trd, 863363.234, 96
Trd, 863363.751, 93
Trd, 863364.051, 95
Trd, 863364.518, 95
Trd, 863364.618, 94
Trd, 863364.834, 96
Trd, 863365.751, 98
Trd, 863366.484, 96
Trd, 863366.534, 100
Trd, 863367.351, 96
Trd, 863367.584, 97
Trd, 863367.918, 93
Trd, 863368.201, 96
Trd, 863368.268, 101
Trd, 863368.318, 90
Trd, 863368.451, 106
Trd, 863368.518, 108
Trd, 863368.668, 90
Trd, 863368.918, 86
Trd, 863370.318, 87
Trd, 863370.418, 85
Trd, 863370.634, 104
Trd, 863370.934, 108
Trd, 863371.318, 88
Trd, 863371.701, 107
Trd, 863371.901, 98
Trd, 863372.051, 108
Trd, 863372.351, 93
Trd, 863372.851, 97
Trd, 863373.284, 95
Trd, 863373.318, 94
Trd, 863373.468, 94
Trd, 863373.518, 93
Trd, 863373.951, 98
Trd, 863374.484, 102
Trd, 863375.084, 107
Trd, 863375.168, 108
Trd, 863375.618, 113
Trd, 863375.718, 115
Trd, 863376.068, 98
Trd, 863376.151, 109
Trd, 863376.268, 97
Trd, 863376.751, 96
Trd, 863377.068, 90
Trd, 863377.101, 100
Trd, 863377.151, 101
Trd, 863377.584, 88
Trd, 863378.418, 99
Trd, 863378.734, 98
Trd, 863378.901, 97
Trd, 863378.968, 99
Trd, 863379.118, 100
Trd, 863379.151, 94
Trd, 863379.568, 104
Trd, 863380.701, 96
Trd, 863381.251, 93
Trd, 863381.534, 101
Trd, 863382.001, 93
Trd, 863382.384, 90
Trd, 863383.234, 97
Trd, 863383.634, 88
Trd, 863384.101, 94
Trd, 863384.268, 88
Trd, 863384.301, 87
Trd, 863384.901, 87
Trd, 863385.034, 95
Trd, 863385.334, 85
Trd, 863385.451, 96
Trd, 863385.584, 97
Trd, 863386.301, 82
Trd, 863386.734, 87
Trd, 863387.518, 96
Trd, 863387.884, 91
Trd, 863388.301, 100
Trd, 863388.601, 97
Trd, 863388.984, 101
Trd, 863389.301, 99
Trd, 863389.551, 96
Trd, 863389.568, 94
Trd, 863390.084, 93
Trd, 863390.368, 83
Trd, 863390.484, 99
Trd, 863391.134, 88
Trd, 863391.451, 88
Trd, 863392.084, 88
Trd, 863392.518, 94
Trd, 863392.718, 94
Trd, 863393.434, 95
Trd, 863393.534, 96
Trd, 863393.551, 98
Trd, 863393.851, 98
Trd, 863393.901, 94
Trd, 863394.068, 101
Trd, 863394.618, 94
Trd, 863395.018, 103
Trd, 863395.101, 95
Trd, 863395.134, 105
Trd, 863395.334, 94
Trd, 863395.951, 103
Trd, 863396.234, 97
Trd, 863396.868, 98
Trd, 863397.451, 95
Trd, 863398.468, 96
Trd, 863398.551, 94
Trd, 863399.534, 90
Trd, 863400.151, 94
Trd, 863400.268, 96
Trd, 863400.418, 101
Trd, 863400.734, 89
Trd, 863401.101, 97
Trd, 863401.518, 90
Trd, 863401.684, 91
Trd, 863401.918, 99
Trd, 863402.118, 101
Trd, 863402.634, 110
Trd, 863402.968, 110
Trd, 863403.018, 111
Trd, 863403.084, 109
Trd, 863403.168, 98
Trd, 863403.518, 91
Trd, 863403.601, 90
Trd, 863403.984, 115
Trd, 863404.418, 89
Trd, 863404.634, 104
Trd, 863404.684, 110
Trd, 863405.451, 98
Trd, 863405.651, 93
Trd, 863405.834, 100
Trd, 863405.901, 89
Trd, 863406.418, 88
Trd, 863408.018, 98
Trd, 863408.134, 100
Trd, 863408.151, 90
Trd, 863408.651, 101
Trd, 863408.918, 88
Trd, 863409.118, 106
Trd, 863409.868, 95
Trd, 863410.501, 108
Trd, 863411.334, 100
Trd, 863411.484, 99
Trd, 863411.968, 101
Trd, 863412.334, 98
Trd, 863412.351, 98
Trd, 863412.368, 94
Trd, 863413.001, 96
Trd, 863413.101, 97
Trd, 863413.301, 93
Trd, 863413.651, 92
Trd, 863413.751, 97
Trd, 863414.101, 92
Trd, 863414.568, 92
Trd, 863414.634, 96
Trd, 863414.901, 103
Trd, 863415.118, 97
Trd, 863415.734, 98
Trd, 863415.818, 94
Trd, 863415.918, 90
Trd, 863415.934, 93
Trd, 863416.384, 97
Trd, 863416.468, 98
Trd, 863417.201, 89
Trd, 863417.451, 89
Trd, 863418.634, 97
Trd, 863418.668, 98
Trd, 863419.234, 99
Trd, 863419.284, 98
Trd, 863419.451, 100
Trd, 863420.134, 95
Trd, 863420.884, 95
Trd, 863421.051, 93
Trd, 863421.551, 93
Trd, 863421.951, 88
Trd, 863422.284, 93
Trd, 863422.568, 92
Trd, 863422.668, 95
Trd, 863422.751, 101
