,0,1
3534,,0.0
3535,,0.0
3536,,0.0
3537,,0.0
3538,,0.0
3539,,0.0
3540,0.0,
3541,0.0,
3542,0.0,
3543,0.0,
3544,0.0,
3545,0.0,
3546,0.0,
3547,0.0,
3548,0.000278,
3549,0.0,
3550,0.006112,
3551,0.012502,
3552,0.095846,
3553,0.022503,
3554,0.244199,
3555,0.056952,
3556,0.689815,
3557,0.166133,
3558,1.232665,
3559,0.435614,
3560,1.032361,
3561,1.480754,
3562,2.813155,
3563,3.488802,
3564,2.238078,
3565,3.001514,
3566,3.551032,
3567,4.043043,
3568,4.129999,
3569,5.164304,
3570,8.136926,
3571,,4.228068
3572,,6.456978
3573,,4.040542
3574,,5.408504
3575,,2.722032
3576,,1.621329
3577,,2.229466
3578,,4.438374
3579,,2.823157
3580,,0.274481
3581,,0.673424
3582,,0.425057
3583,,0.513124
3584,,1.056809
3585,,1.088757
3586,,0.190859
3587,,0.587857
3588,,0.419501
3589,,0.409499
3590,,0.020558
3591,,0.043617
3592,,0.000833
3593,,0.0
3594,,0.003056
3595,,0.001389
3596,,0.005278
3597,,0.004723
3598,,0.0
3599,,0.0
3600,0.0,
3601,0.0,
3602,0.0,
3603,0.0,
3604,0.0,
3605,0.0,
3606,0.0,
3607,0.0,
3608,0.000139,
3609,0.0,
3610,0.006112,
3611,0.007778,
3612,0.090145,
3613,0.027502,
3614,0.224321,
3615,0.054031,
3616,0.678379,
3617,0.139732,
3618,1.246611,
3619,0.476004,
3620,1.045209,
3621,1.411067,
3622,2.844635,
3623,3.406062,
3624,2.251957,
3625,3.024925,
3626,3.506624,
3627,3.966377,
3628,4.114998,
3629,5.177709,
3630,8.075125,
3631,,4.227089
3632,,6.453211
3633,,4.052911
3634,,5.387028
3635,,2.617537
3636,,1.619831
3637,,2.176674
3638,,4.401962
3639,,2.900472
3640,,0.240155
3641,,0.682129
3642,,0.449614
3643,,0.536425
3644,,1.025486
3645,,1.091045
3646,,0.191957
3647,,0.573789
3648,,0.449336
3649,,0.395443
3650,,0.02903
3651,,0.03528
3652,,0.000417
3653,,0.0
3654,,0.002361
3655,,0.000833
3656,,0.003889
3657,,0.003195
3658,,0.0
3659,,0.0
3660,0.0,
3661,0.0,
3662,0.0,
3663,0.0,
3664,0.0,
3665,0.0,
3666,0.0,
3667,0.0,
3668,0.0,
3669,0.000833,
3670,0.005001,
3671,0.001667,
3672,0.072788,
3673,0.004723,
3674,0.184192,
3675,0.061397,
3676,0.571746,
3677,0.785387,
3678,1.22906,
3679,0.407001,
3680,1.374635,
3681,1.464926,
3682,3.020975,
3683,1.166273,
3684,2.630643,
3685,1.669399,
3686,3.642728,
3687,3.918044,
3688,4.156966,
3689,5.564106,
3690,7.944715,
3691,,4.173357
3692,,6.482845
3693,,4.353382
3694,,3.525212
3695,,2.564245
3696,,1.550215
3697,,1.68579
3698,,0.25698
3699,,2.911238
3700,,0.172802
3701,,0.597027
3702,,2.277261
3703,,0.470621
3704,,0.877344
3705,,0.679539
3706,,0.481734
3707,,0.469232
3708,,0.224753
3709,,0.243367
3710,,0.010001
3711,,0.091957
3712,,0.0
3713,,0.0
3714,,0.0
3715,,0.001111
3716,,0.0
3717,,0.000278
3718,,0.0
3719,,0.0
3720,0.0,
3721,0.0,
3722,0.0,
3723,0.0,
3724,0.0,
3725,0.0,
3726,0.0,
3727,0.000278,
3728,0.000556,
3729,0.000417,
3730,0.006528,
3731,0.000833,
3732,0.070005,
3733,0.005834,
3734,0.189874,
3735,0.047226,
3736,0.574762,
3737,0.805473,
3738,1.207306,
3739,0.401695,
3740,1.403431,
3741,1.450656,
3742,2.987152,
3743,1.154664,
3744,2.542815,
3745,1.565525,
3746,3.673866,
3747,3.964998,
3748,4.196958,
3749,5.634836,
3750,7.937496,
3751,,4.189874
3752,,6.51323
3753,,4.324745
3754,,3.524967
3755,,2.526425
3756,,1.514133
3757,,1.683589
3758,,0.275852
3759,,2.942565
3760,,0.171817
3761,,0.58254
3762,,2.282381
3763,,0.431419
3764,,0.884506
3765,,0.698382
3766,,0.500035
3767,,0.488923
3768,,0.229738
3769,,0.241683
3770,,0.016112
3771,,0.0782
3772,,0.0
3773,,0.000139
3774,,0.0
3775,,0.000556
3776,,0.0
3777,,0.000833
3778,,0.000139
3779,,0.0
3780,0.0,
3781,0.0,
3782,0.0,
3783,0.0,
3784,0.0,
3785,0.0,
3786,0.0,
3787,0.0,
3788,0.0,
3789,0.001667,
3790,0.0,
3791,0.008612,
3792,0.049729,
3793,0.017503,
3794,0.154744,
3795,0.193083,
3796,0.124462,
3797,0.899018,
3798,0.204196,
3799,0.337271,
3800,1.059597,
3801,1.382143,
3802,2.84013,
3803,3.314642,
3804,2.048072,
3805,3.241576,
3806,3.44855,
3807,4.138372,
3808,3.974459,
3809,4.941265,
3810,1.347971,
3811,,4.188379
3812,,6.549829
3813,,4.673726
3814,,5.315763
3815,,1.999731
3816,,1.440485
3817,,1.921109
3818,,4.407577
3819,,0.370887
3820,,0.648149
3821,,0.579805
3822,,0.40478
3823,,1.296853
3824,,0.80456
3825,,0.725382
3826,,0.873459
3827,,0.419782
3828,,0.398946
3829,,0.288375
3830,,0.005001
3831,,0.017225
3832,,0.010557
3833,,0.002778
3834,,0.0
3835,,0.0
3836,,0.0
3837,,0.0
3838,,0.0
3839,,0.0
3840,0.0,
3841,0.0,
3842,0.0,
3843,0.0,
3844,0.0,
3845,0.0,
3846,0.0,
3847,0.000139,
3848,0.000139,
3849,0.000833,
3850,0.0,
3851,0.010279,
3852,0.043892,
3853,0.011806,
3854,0.157095,
3855,0.206126,
3856,0.108897,
3857,0.887564,
3858,0.180985,
3859,0.367526,
3860,1.103274,
3861,1.418713,
3862,2.909931,
3863,3.380798,
3864,2.060981,
3865,3.26204,
3866,3.471082,
3867,4.132519,
3868,4.051819,
3869,4.891462,
3870,1.433019,
3871,,4.193495
3872,,6.51005
3873,,4.604219
3874,,5.317604
3875,,1.939167
3876,,1.571085
3877,,1.842216
3878,,4.426707
3879,,0.3078
3880,,0.656714
3881,,0.613933
3882,,0.385583
3883,,1.217726
3884,,0.774917
3885,,0.700745
3886,,0.888675
3887,,0.421419
3888,,0.384194
3889,,0.260574
3890,,0.004584
3891,,0.016529
3892,,0.011945
3893,,0.002361
3894,,0.0
3895,,0.0
3896,,0.0
3897,,0.0
3898,,0.0
3899,,0.0
3900,0.0,
3901,0.0,
3902,0.0,
3903,0.0,
3904,0.0,
3905,0.0,
3906,0.0,
3907,0.0,
3908,0.0,
3909,0.0,
3910,0.001111,
3911,0.0,
3912,0.016391,
3913,0.016113,
3914,0.064732,
3915,0.034449,
3916,0.358107,
3917,0.133352,
3918,0.903741,
3919,1.351861,
3920,1.080155,
3921,1.145164,
3922,2.607041,
3923,3.083776,
3924,2.227542,
3925,3.464108,
3926,3.307419,
3927,4.006964,
3928,5.416333,
3929,5.609972,
3930,7.762503,
3931,,4.274502
3932,,7.001838
3933,,5.561076
3934,,5.845283
3935,,3.186013
3936,,1.561891
3937,,3.262135
3938,,4.306451
3939,,0.677875
3940,,3.432993
3941,,0.618144
3942,,0.426172
3943,,0.453676
3944,,0.792058
3945,,0.872903
3946,,0.687877
3947,,0.216142
3948,,0.288097
3949,,0.08779
3950,,0.016669
3951,,0.038894
3952,,0.004723
3953,,0.0
3954,,0.0
3955,,0.0
3956,,0.0
3957,,0.0
3958,,0.0
3959,,0.0
3960,0.0,
3961,0.0,
3962,0.0,
3963,0.0,
3964,0.0,
3965,0.0,
3966,0.0,
3967,0.0,
3968,0.0,
3969,0.0,
3970,0.000833,
3971,0.001528,
3972,0.01639,
3973,0.013751,
3974,0.062088,
3975,0.035141,
3976,0.345581,
3977,0.126815,
3978,0.872148,
3979,1.347878,
3980,1.06869,
3981,1.137584,
3982,2.580886,
3983,3.078145,
3984,2.141409,
3985,3.394001,
3986,3.358999,
3987,3.949737,
3988,5.393594,
3989,5.67417,
3990,7.885862,
3991,,4.409632
3992,,7.025659
3993,,5.506658
3994,,5.827793
3995,,3.139677
3996,,1.642622
3997,,3.300106
3998,,4.310736
3999,,0.623657
4000,,3.423448
4001,,0.63588
4002,,0.393362
4003,,0.476424
4004,,0.767418
4005,,0.893122
4006,,0.711858
4007,,0.233351
4008,,0.31794
4009,,0.083895
4010,,0.018057
4011,,0.037642
4012,,0.005973
4013,,0.000833
4014,,0.0
4015,,0.0
4016,,0.0
4017,,0.0
4018,,0.0
4019,,0.0
4020,0.0,
4021,0.0,
4022,0.0,
4023,0.0,
4024,0.0,
4025,0.0,
4026,0.0,
4027,0.000833,
4028,0.001945,
4029,0.0,
4030,0.0,
4031,0.031949,
4032,0.166692,
4033,0.097237,
4034,0.436178,
4035,0.263374,
4036,0.273375,
4037,1.574685,
4038,0.365334,
4039,0.658156,
4040,1.924739,
4041,2.319799,
4042,2.306463,
4043,1.831669,
4044,3.129923,
4045,4.26593,
4046,4.438178,
4047,5.417217,
4048,3.74835,
4049,6.139827,
4050,1.074609,
4051,,3.595549
4052,,5.293864
4053,,3.261887
4054,,4.544861
4055,,2.234508
4056,,0.870133
4057,,1.894734
4058,,3.524705
4059,,1.565517
4060,,1.657198
4061,,0.280043
4062,,1.587743
4063,,0.914862
4064,,0.578422
4065,,0.550362
4066,,0.313937
4067,,0.311714
4068,,0.196697
4069,,0.106961
4070,,0.0
4071,,0.019725
4072,,0.0
4073,,0.0
4074,,0.000278
4075,,0.0
4076,,0.0
4077,,0.0
4078,,0.0
4079,,0.0
4080,0.0,
4081,0.0,
4082,0.0,
4083,0.0,
4084,0.0,
4085,0.0,
4086,0.0,
4087,0.000972,
4088,0.001111,
4089,0.000556,
4090,0.000833,
4091,0.036808,
4092,0.146955,
4093,0.095979,
4094,0.445589,
4095,0.285299,
4096,0.311829,
4097,1.587895,
4098,0.357804,
4099,0.640047,
4100,1.873472,
4101,2.244889,
4102,2.263918,
4103,1.778882,
4104,3.111342,
4105,4.171837,
4106,4.468248,
4107,5.289281,
4108,3.828895,
4109,6.188792,
4110,1.089108,
4111,,3.544013
4112,,5.248167
4113,,3.256213
4114,,4.511723
4115,,2.268085
4116,,0.894372
4117,,1.964868
4118,,3.482619
4119,,1.547754
4120,,1.681236
4121,,0.307801
4122,,1.657623
4123,,0.98924
4124,,0.624491
4125,,0.589349
4126,,0.333219
4127,,0.322107
4128,,0.229184
4129,,0.112925
4130,,0.0
4131,,0.01264
4132,,0.0
4133,,0.0
4134,,0.000278
4135,,0.0
4136,,0.0
4137,,0.0
4138,,0.0
4139,,0.0
4140,0.0,
4141,0.0,
4142,0.0,
4143,0.0,
4144,0.0,
4145,0.0,
4146,0.0,
4147,0.000833,
4148,0.000278,
4149,0.0,
4150,0.000556,
4151,0.012224,
4152,0.066677,
4153,0.038062,
4154,0.161136,
4155,0.165582,
4156,0.73706,
4157,0.252818,
4158,0.319495,
4159,0.359779,
4160,1.422724,
4161,1.737496,
4162,2.258411,
4163,3.771149,
4164,2.211737,
4165,3.75698,
4166,4.053971,
4167,4.107591,
4168,6.136244,
4169,5.674782,
4170,7.826232,
4171,,3.898391
4172,,5.740348
4173,,3.846717
4174,,4.298177
4175,,2.471778
4176,,1.377439
4177,,1.17963
4178,,4.042303
4179,,1.542187
4180,,0.671772
4181,,0.413676
4182,,1.997814
4183,,0.984877
4184,,0.737616
4185,,0.723447
4186,,0.004445
4187,,0.306437
4188,,0.294491
4189,,0.081124
4190,,0.079457
4191,,0.027504
4192,,0.0
4193,,0.002778
4194,,0.0
4195,,0.0
4196,,0.0
4197,,0.0
4198,,0.0
4199,,0.0
4200,0.0,
4201,0.0,
4202,0.0,
4203,0.0,
4204,0.0,
4205,0.0,
4206,0.0,
4207,0.000417,
4208,0.000139,
4209,0.0,
4210,0.00125,
4211,0.019029,
4212,0.071395,
4213,0.043753,
4214,0.168902,
4215,0.160429,
4216,0.735613,
4217,0.277244,
4218,0.337249,
4219,0.364195,
4220,1.438169,
4221,1.78514,
4222,2.270873,
4223,3.749323,
4224,2.261428,
4225,3.75474,
4226,4.010316,
4227,4.13727,
4228,6.222156,
4229,5.706699,
4230,7.808115,
4231,,4.055319
4232,,5.745174
4233,,3.831552
4234,,4.175606
4235,,2.580481
4236,,1.335661
4237,,1.166342
4238,,3.984202
4239,,1.543316
4240,,0.581574
4241,,0.425033
4242,,2.026132
4243,,0.964659
4244,,0.727557
4245,,0.740197
4246,,0.007639
4247,,0.312525
4248,,0.282522
4249,,0.080979
4250,,0.077923
4251,,0.02778
4252,,0.0
4253,,0.002778
4254,,0.0
4255,,0.0
4256,,0.0
4257,,0.0
4258,,0.0
4259,,0.0
4260,0.0,
4261,0.0,
4262,0.0,
4263,0.0,
4264,0.0,
4265,0.0,
4266,0.0,
4267,0.0,
4268,0.0,
4269,0.0,
4270,0.0,
4271,0.001945,
4272,0.02806,
4273,0.03056,
4274,0.135021,
4275,0.144467,
4276,0.043896,
4277,1.025995,
4278,1.545521,
4279,1.995592,
4280,2.035598,
4281,1.864182,
4282,2.051434,
4283,3.858941,
4284,2.983247,
4285,4.480427,
4286,4.359297,
4287,5.336396,
4288,3.817545,
4289,5.5756,
4290,7.363659,
4291,,3.267181
4292,,5.67506
4293,,3.312744
4294,,4.491818
4295,,2.81961
4296,,0.884306
4297,,1.654705
4298,,3.511664
4299,,0.798181
4300,,2.669587
4301,,0.315327
4302,,1.634424
4303,,0.90042
4304,,0.544252
4305,,0.39923
4306,,0.244761
4307,,0.170027
4308,,0.101405
4309,,0.042229
4310,,0.000556
4311,,0.000833
4312,,0.0
4313,,0.0
4314,,0.0
4315,,0.0
4316,,0.000278
4317,,0.0
4318,,0.0
4319,,0.0
4320,0.0,
4321,0.0,
4322,0.0,
4323,0.0,
4324,0.0,
4325,0.0,
4326,0.0,
4327,0.0,
4328,0.0,
4329,0.0,
4330,0.000417,
4331,0.003056,
4332,0.026947,
4333,0.029447,
4334,0.149179,
4335,0.139178,
4336,0.050699,
4337,1.058141,
4338,1.569711,
4339,2.021969,
4340,2.032942,
4341,1.904043,
4342,2.088503,
4343,3.896843,
4344,3.011216,
4345,4.502031,
4346,4.296459,
4347,5.35085,
4348,3.775306,
4349,5.400438,
4350,7.331983,
4351,,3.375829
4352,,5.555728
4353,,3.376662
4354,,4.387161
4355,,2.938988
4356,,0.91313
4357,,1.619298
4358,,3.468475
4359,,0.750061
4360,,2.589793
4361,,0.318081
4362,,1.568738
4363,,0.899934
4364,,0.523515
4365,,0.387392
4366,,0.221268
4367,,0.164874
4368,,0.089035
4369,,0.046809
4370,,0.000278
4371,,0.001945
4372,,0.000695
4373,,0.0
4374,,0.0
4375,,0.0
4376,,0.000139
4377,,0.0
4378,,0.0
4379,,0.0
4380,0.0,
4381,0.0,
4382,0.0,
4383,0.0,
4384,0.0,
4385,0.0,
4386,0.0,
4387,0.0,
4388,0.0,
4389,0.0,
4390,0.001389,
4391,0.003334,
4392,0.016392,
4393,0.022504,
4394,0.09835,
4395,0.081402,
4396,0.049731,
4397,0.862644,
4398,1.274379,
4399,1.797522,
4400,1.77224,
4401,2.108129,
4402,3.141635,
4403,3.614491,
4404,2.651275,
4405,1.34189,
4406,3.9351,
4407,4.953326,
4408,2.937156,
4409,5.159471,
4410,1.175752,
4411,,3.581708
4412,,6.024337
4413,,4.047897
4414,,4.60549
4415,,1.613324
4416,,1.340779
4417,,1.697783
4418,,1.976996
4419,,1.875868
4420,,2.850475
4421,,0.383953
4422,,1.822248
4423,,0.925432
4424,,0.63205
4425,,0.45202
4426,,0.274768
4427,,0.205034
4428,,0.083347
4429,,0.035284
4430,,0.002223
4431,,0.0
4432,,0.0
4433,,0.0
4434,,0.0
4435,,0.0
4436,,0.0
4437,,0.0
4438,,0.0
4439,,0.0
4440,0.0,
4441,0.0,
4442,0.0,
4443,0.0,
4444,0.0,
4445,0.0,
4446,0.0,
4447,0.0,
4448,0.0,
4449,0.0,
4450,0.00125,
4451,0.003611,
4452,0.017918,
4453,0.021113,
4454,0.087785,
4455,0.091952,
4456,0.039587,
4457,0.854516,
4458,1.308026,
4459,1.817235,
4460,1.767647,
4461,2.120177,
4462,3.11901,
4463,3.610579,
4464,2.670639,
4465,1.348307,
4466,3.987416,
4467,4.953468,
4468,2.973581,
4469,5.21099,
4470,1.209962,
4471,,3.726561
4472,,5.904103
4473,,3.939634
4474,,4.531767
4475,,1.700003
4476,,1.399283
4477,,1.687224
4478,,1.924883
4479,,1.850432
4480,,2.846348
4481,,0.388782
4482,,1.800845
4483,,0.935217
4484,,0.632831
4485,,0.452954
4486,,0.270023
4487,,0.201545
4488,,0.087229
4489,,0.035142
4490,,0.001111
4491,,0.0
4492,,0.000278
4493,,0.0
4494,,0.0
4495,,0.0
4496,,0.0
4497,,0.0
4498,,0.0
4499,,0.0
4500,0.0,
4501,0.0,
4502,0.0,
4503,0.0,
4504,0.0,
4505,0.0,
4506,0.0,
4507,0.0,
4508,0.001111,
4509,0.0,
4510,0.000278,
4511,0.015558,
4512,0.101962,
4513,0.134746,
4514,0.095572,
4515,0.236153,
4516,0.250322,
4517,1.434697,
4518,0.366453,
4519,0.564266,
4520,2.172604,
4521,2.45821,
4522,3.648697,
4523,4.036543,
4524,2.797437,
4525,4.214353,
4526,4.311036,
4527,5.456238,
4528,4.032932,
4529,6.549208,
4530,7.319343,
4531,,3.185838
4532,,5.414842
4533,,3.552569
4534,,4.574694
4535,,1.695854
4536,,0.921273
4537,,1.599726
4538,,3.585631
4539,,2.104259
4540,,0.64178
4541,,0.345339
4542,,1.658903
4543,,0.859318
4544,,0.544818
4545,,0.497865
4546,,0.083904
4547,,0.275326
4548,,0.089182
4549,,0.048897
4550,,0.034728
4551,,0.001111
4552,,0.005279
4553,,0.000278
4554,,0.0
4555,,0.0
4556,,0.0
4557,,0.0
4558,,0.0
4559,,0.0
4560,0.0,
4561,0.0,
4562,0.0,
4563,0.0,
4564,0.0,
4565,0.0,
4566,0.0,
4567,0.000139,
4568,0.001111,
4569,0.0,
4570,0.001389,
4571,0.016251,
4572,0.10487,
4573,0.130845,
4574,0.107926,
4575,0.230159,
4576,0.274329,
4577,1.364839,
4578,0.401423,
4579,0.572549,
4580,2.162824,
4581,2.477573,
4582,3.701428,
4583,4.078266,
4584,2.82552,
4585,4.249114,
4586,4.292312,
4587,5.390878,
4588,3.929642,
4589,6.564729,
4590,7.42772,
4591,,3.355148
4592,,5.472691
4593,,3.515718
4594,,4.586643
4595,,1.703479
4596,,0.963971
4597,,1.558467
4598,,3.565028
4599,,2.04962
4600,,0.617275
4601,,0.336418
4602,,1.661392
4603,,0.869519
4604,,0.546158
4605,,0.486153
4606,,0.072923
4607,,0.279885
4608,,0.085563
4609,,0.052921
4610,,0.039726
4611,,0.001945
4612,,0.003611
4613,,0.000417
4614,,0.0
4615,,0.0
4616,,0.0
4617,,0.0
4618,,0.0
4619,,0.0
4620,0.0,
4621,0.0,
4622,0.0,
4623,0.0,
4624,0.000556,
4625,0.0,
4626,0.0,
4627,0.000556,
4628,0.000556,
4629,0.0,
4630,0.016392,
4631,0.018614,
4632,0.084182,
4633,0.023615,
4634,0.08696,
4635,0.388126,
4636,0.715129,
4637,0.285051,
4638,1.435815,
4639,1.831997,
4640,1.381916,
4641,1.633906,
4642,1.663634,
4643,3.60704,
4644,2.359315,
4645,3.581202,
4646,3.879589,
4647,4.564435,
4648,4.399961,
4649,5.537667,
4650,7.785572,
4651,,3.688444
4652,,6.221123
4653,,4.059066
4654,,5.137316
4655,,1.968689
4656,,1.295512
4657,,2.097323
4658,,0.212261
4659,,2.646033
4660,,1.247725
4661,,0.546765
4662,,2.215678
4663,,1.4147
4664,,0.88127
4665,,0.668454
4666,,0.670399
4667,,0.053065
4668,,0.339228
4669,,0.13808
4670,,0.104741
4671,,0.029728
4672,,0.005279
4673,,0.0
4674,,0.0
4675,,0.0
4676,,0.0
4677,,0.0
4678,,0.0
4679,,0.0
4680,0.0,
4681,0.0,
4682,0.0,
4683,0.0,
4684,0.000278,
4685,0.0,
4686,0.000417,
4687,0.000972,
4688,0.000972,
4689,0.0,
4690,0.013473,
4691,0.020002,
4692,0.091119,
4693,0.025141,
4694,0.089869,
4695,0.404759,
4696,0.71437,
4697,0.303777,
4698,1.445686,
4699,1.7828,
4700,1.360956,
4701,1.624313,
4702,1.727239,
4703,3.550043,
4704,2.340628,
4705,3.588102,
4706,3.851459,
4707,4.541521,
4708,4.484849,
4709,5.485773,
4710,7.81265,
4711,,3.707001
4712,,6.221673
4713,,4.103843
4714,,5.158521
4715,,1.855306
4716,,1.253169
4717,,2.120747
4718,,0.209186
4719,,2.648711
4720,,1.276365
4721,,0.474904
4722,,2.258121
4723,,1.40471
4724,,0.843826
4725,,0.652698
4726,,0.702702
4727,,0.057088
4728,,0.353643
4729,,0.121678
4730,,0.096675
4731,,0.029586
4732,,0.005417
4733,,0.000278
4734,,0.0
4735,,0.0
4736,,0.0
4737,,0.0
4738,,0.0
4739,,0.0
4740,0.0,
4741,0.0,
4742,0.0,
4743,0.0,
4744,0.0,
4745,0.0,
4746,0.0,
4747,0.000556,
4748,0.0,
4749,0.0,
4750,0.006946,
4751,0.011947,
4752,0.083904,
4753,0.06529,
4754,0.108909,
4755,0.076959,
4756,0.866272,
4757,1.384423,
4758,0.390072,
4759,2.232914,
4760,1.762826,
4761,2.355714,
4762,2.02343,
4763,1.316077,
4764,2.727172,
4765,4.264679,
4766,4.443878,
4767,5.284868,
4768,4.980089,
4769,5.97694,
4770,7.204112,
4771,,3.716244
4772,,4.787275
4773,,3.035006
4774,,3.977681
4775,,4.454158
4776,,0.716522
4777,,1.182997
4778,,3.629005
4779,,2.169291
4780,,2.811076
4781,,0.371458
4782,,1.770883
4783,,0.910724
4784,,0.519541
4785,,0.577607
4786,,0.083349
4787,,0.308668
4788,,0.197259
4789,,0.086683
4790,,0.009168
4791,,0.043897
4792,,0.0
4793,,0.0
4794,,0.0
4795,,0.0
4796,,0.001111
4797,,0.0
4798,,0.0
4799,,0.0
4800,0.0,
4801,0.0,
4802,0.0,
4803,0.0,
4804,0.0,
4805,0.0,
4806,0.0,
4807,0.000278,
4808,0.000417,
4809,0.0,
4810,0.007501,
4811,0.007501,
4812,0.086675,
4813,0.065839,
4814,0.113344,
4815,0.07334,
4816,0.865219,
4817,1.365682,
4818,0.406149,
4819,2.27535,
4820,1.785443,
4821,2.344384,
4822,2.04505,
4823,1.324845,
4824,2.73942,
4825,4.170525,
4826,4.348319,
4827,5.31327,
4828,4.916566,
4829,6.016529,
4830,7.232336,
4831,,3.705204
4832,,4.739606
4833,,3.023474
4834,,4.085239
4835,,4.462219
4836,,0.721039
4837,,1.135661
4838,,3.616029
4839,,2.236179
4840,,2.80401
4841,,0.40476
4842,,1.756552
4843,,0.952866
4844,,0.531994
4845,,0.587693
4846,,0.075424
4847,,0.311696
4848,,0.205991
4849,,0.091536
4850,,0.009168
4851,,0.045004
4852,,0.000833
4853,,0.000972
4854,,0.0
4855,,0.0
4856,,0.000556
4857,,0.0
4858,,0.0
4859,,0.0
4860,0.0,
4861,0.0,
4862,0.0,
4863,0.0,
4864,0.0,
4865,0.0,
4866,0.0,
4867,0.0,
4868,0.000556,
4869,0.0,
4870,0.000833,
4871,0.006668,
4872,0.026394,
4873,0.037785,
4874,0.186424,
4875,0.136415,
4876,0.123357,
4877,0.257549,
4878,1.555851,
4879,1.985655,
4880,1.496117,
4881,2.08484,
4882,3.383976,
4883,1.161609,
4884,2.700513,
4885,3.76377,
4886,3.968809,
4887,4.83953,
4888,4.572535,
4889,5.399358,
4890,7.684514,
4891,,3.973254
4892,,6.280914
4893,,3.203386
4894,,4.440843
4895,,2.161799
4896,,0.936011
4897,,1.690043
4898,,0.278386
4899,,2.620497
4900,,2.289046
4901,,0.431471
4902,,2.045944
4903,,1.175501
4904,,0.659847
4905,,0.690409
4906,,0.51482
4907,,0.447307
4908,,0.140582
4909,,0.16003
4910,,0.020004
4911,,0.000556
4912,,0.004445
4913,,0.0
4914,,0.0
4915,,0.0
4916,,0.0
4917,,0.0
4918,,0.0
4919,,0.0
4920,0.0,
4921,0.0,
4922,0.0,
4923,0.0,
4924,0.0,
4925,0.0,
4926,0.0,
4927,0.0,
4928,0.000278,
4929,0.0,
4930,0.001111,
4931,0.005834,
4932,0.024169,
4933,0.039865,
4934,0.19488,
4935,0.12654,
4936,0.125567,
4937,0.242801,
4938,1.536813,
4939,2.018803,
4940,1.480279,
4941,2.097421,
4942,3.373237,
4943,1.259425,
4944,2.64289,
4945,3.774108,
4946,4.061913,
4947,4.830458,
4948,4.638079,
4949,5.41857,
4950,7.7249,
4951,,3.984684
4952,,6.299903
4953,,3.24503
4954,,4.499733
4955,,2.110478
4956,,0.934672
4957,,1.772252
4958,,0.251829
4959,,2.541491
4960,,2.259659
4961,,0.475601
4962,,2.051445
4963,,1.135386
4964,,0.61617
4965,,0.68187
4966,,0.502964
4967,,0.40101
4968,,0.141819
4969,,0.177239
4970,,0.01639
4971,,0.001806
4972,,0.005278
4973,,0.000695
4974,,0.0
4975,,0.0
4976,,0.000139
4977,,0.0
4978,,0.0
4979,,0.0
4980,0.0,
4981,0.0,
4982,0.0,
4983,0.0,
4984,0.0,
4985,0.0,
4986,0.0,
4987,0.0,
4988,0.0,
4989,0.0,
4990,0.001667,
4991,0.009446,
4992,0.049176,
4993,0.05251,
4994,0.01028,
4995,0.145305,
4996,0.146972,
4997,1.045754,
4998,1.543626,
4999,0.540658,
5000,1.818679,
5001,1.313583,
5002,3.311184,
5003,3.765715,
5004,2.571044,
5005,3.914632,
5006,3.959363,
5007,4.993448,
5008,6.299251,
5009,6.257855,
5010,7.251376,
5011,,3.370362
5012,,6.113383
5013,,4.019652
5014,,4.846198
5015,,4.708672
5016,,1.259128
5017,,1.008803
5018,,3.593738
5019,,2.368227
5020,,2.970008
5021,,0.310059
5022,,0.055844
5023,,1.075204
5024,,0.417857
5025,,0.580666
5026,,0.086127
5027,,0.309225
5028,,0.126969
5029,,0.115022
5030,,0.003612
5031,,0.04862
5032,,0.0
5033,,0.0
5034,,0.0
5035,,0.0
5036,,0.0
5037,,0.0
5038,,0.0
5039,,0.0
5040,0.0,
5041,0.0,
5042,0.0,
5043,0.0,
5044,0.0,
5045,0.0,
5046,0.0,
5047,0.0,
5048,0.0,
5049,0.0,
5050,0.001945,
5051,0.009862,
5052,0.050005,
5053,0.048616,
5054,0.012223,
5055,0.145431,
5056,0.130846,
5057,1.057603,
5058,1.50598,
5059,0.552832,
5060,1.786701,
5061,1.359438,
5062,3.324768,
5063,3.78634,
5064,2.601503,
5065,3.958163,
5066,3.931216,
5067,4.951315,
5068,6.285889,
5069,6.191157,
5070,7.360021,
5071,,3.283375
5072,,6.154487
5073,,4.013724
5074,,4.956454
5075,,4.670593
5076,,1.319573
5077,,0.99843
5078,,3.632159
5079,,2.350367
5080,,2.851527
5081,,0.311141
5082,,0.045977
5083,,1.081911
5084,,0.434626
5085,,0.563527
5086,,0.09237
5087,,0.306002
5088,,0.130846
5089,,0.107649
5090,,0.001806
5091,,0.047366
5092,,0.0
5093,,0.0
5094,,0.0
5095,,0.0
5096,,0.0
5097,,0.000139
5098,,0.0
5099,,0.0
5100,0.0,
5101,0.0,
5102,0.0,
5103,0.0,
5104,0.0,
5105,0.0,
5106,0.0,
5107,0.0,
5108,0.0,
5109,0.0,
5110,0.004167,
5111,0.012225,
5112,0.066402,
5113,0.055567,
5114,0.072792,
5115,0.460369,
5116,0.116412,
5117,0.745982,
5118,1.662553,
5119,0.352292,
5120,2.021236,
5121,1.904824,
5122,3.441796,
5123,4.094148,
5124,2.743602,
5125,2.244058,
5126,4.322527,
5127,5.162139,
5128,4.851521,
5129,6.426001,
5130,7.236163,
5131,,3.26565
5132,,5.691133
5133,,3.363447
