B00, 0
B01, 0
B02, 1
B02, Trade, 293502.383, 65, B02, S01, 1
B03, 18
B03, Trade, 216821.000, 68, B03, S00, 1
B03, Trade, 217031.417, 68, B03, S00, 1
B03, Trade, 217954.500, 68, B03, S00, 1
B03, Trade, 217996.017, 68, B03, S00, 1
B03, Trade, 219080.050, 67, B03, S00, 1
B03, Trade, 220443.550, 67, B03, S00, 1
B03, Trade, 221273.933, 68, B03, S00, 1
B03, Trade, 222310.433, 67, B03, S02, 1
B03, Trade, 280818.967, 68, B03, S01, 1
B03, Trade, 322713.833, 68, B03, S00, 1
B03, Trade, 336018.833, 68, B03, S00, 1
B03, Trade, 336359.333, 68, B03, S02, 1
B03, Trade, 461288.067, 68, B03, S00, 1
B03, Trade, 462177.283, 63, B03, S00, 1
B03, Trade, 477656.850, 68, B03, S02, 1
B03, Trade, 483771.217, 67, B03, S01, 1
B03, Trade, 758102.484, 68, B03, S01, 1
B03, Trade, 793124.717, 65, B03, S00, 1
B04, 69
B04, Trade, 22308.567, 71, B04, S01, 1
B04, Trade, 23932.183, 71, B04, S01, 1
B04, Trade, 27683.050, 71, B04, S00, 1
B04, Trade, 28285.900, 71, B04, S01, 1
B04, Trade, 57774.967, 70, B04, S00, 1
B04, Trade, 157082.067, 71, B04, S00, 1
B04, Trade, 180760.183, 71, B04, S00, 1
B04, Trade, 185440.967, 71, B04, S00, 1
B04, Trade, 192051.100, 71, B04, S00, 1
B04, Trade, 195005.117, 71, B04, S00, 1
B04, Trade, 206482.283, 71, B04, S00, 1
B04, Trade, 220039.733, 69, B04, S00, 1
B04, Trade, 234233.067, 71, B04, S01, 1
B04, Trade, 234625.350, 71, B04, S03, 1
B04, Trade, 281124.467, 71, B04, S01, 1
B04, Trade, 281948.233, 71, B04, S02, 1
B04, Trade, 282301.833, 71, B04, S01, 1
B04, Trade, 283074.683, 71, B04, S01, 1
B04, Trade, 310589.733, 71, B04, S01, 1
B04, Trade, 310623.483, 71, B04, S01, 1
B04, Trade, 312098.383, 71, B04, S01, 1
B04, Trade, 313824.183, 71, B04, S01, 1
B04, Trade, 315267.267, 71, B04, S01, 1
B04, Trade, 317085.800, 71, B04, S01, 1
B04, Trade, 319540.233, 71, B04, S00, 1
B04, Trade, 319695.133, 71, B04, S01, 1
B04, Trade, 320031.483, 71, B04, S01, 1
B04, Trade, 320122.817, 71, B04, S00, 1
B04, Trade, 320420.217, 71, B04, S01, 1
B04, Trade, 322497.600, 71, B04, S01, 1
B04, Trade, 322600.133, 71, B04, S01, 1
B04, Trade, 322891.250, 70, B04, S03, 1
B04, Trade, 322910.217, 70, B04, S00, 1
B04, Trade, 352355.500, 71, B04, S00, 1
B04, Trade, 360191.017, 71, B04, S02, 1
B04, Trade, 360641.883, 71, B04, S01, 1
B04, Trade, 360733.950, 71, B04, S02, 1
B04, Trade, 364213.017, 71, B04, S02, 1
