B00, 0
B01, 0
B02, 0
B03, 5
B03, Trade, 173753.417, 68, B03, S00, 1
B03, Trade, 357932.300, 68, B03, S03, 1
B03, Trade, 415508.967, 68, B03, S00, 1
B03, Trade, 627943.884, 68, B03, S02, 1
B03, Trade, 633395.317, 67, B03, S01, 1
B04, 25
B04, Trade, 1964.800, 71, B04, S00, 1
B04, Trade, 4661.233, 67, B04, S00, 1
B04, Trade, 28909.333, 71, B04, S02, 1
B04, Trade, 32314.533, 71, B04, S03, 1
B04, Trade, 34122.283, 71, B04, S01, 1
B04, Trade, 35161.050, 67, B04, S01, 1
B04, Trade, 149947.617, 71, B04, S02, 1
B04, Trade, 151705.883, 71, B04, S04, 1
B04, Trade, 162982.033, 71, B04, S04, 1
B04, Trade, 193370.667, 71, B04, S00, 1
B04, Trade, 236038.450, 71, B04, S02, 1
B04, Trade, 250958.717, 71, B04, S00, 1
B04, Trade, 251378.767, 71, B04, S00, 1
B04, Trade, 311238.167, 71, B04, S02, 1
B04, Trade, 313418.467, 71, B04, S02, 1
B04, Trade, 619821.084, 71, B04, S04, 1
B04, Trade, 621928.984, 71, B04, S04, 1
B04, Trade, 623158.667, 71, B04, S00, 1
B04, Trade, 625786.434, 71, B04, S01, 1
B04, Trade, 638282.300, 71, B04, S00, 1
B04, Trade, 638838.467, 71, B04, S03, 1
B04, Trade, 640771.234, 71, B04, S00, 1
B04, Trade, 714198.751, 71, B04, S01, 1
B04, Trade, 758601.151, 70, B04, S03, 1
B04, Trade, 811611.451, 71, B04, S01, 1
B05, 72
B05, Trade, 29725.917, 73, B05, S01, 1
B05, Trade, 30571.417, 73, B05, S01, 1
B05, Trade, 32047.183, 72, B05, S02, 1
B05, Trade, 88237.383, 73, B05, S01, 1
B05, Trade, 89770.833, 73, B05, S01, 1
B05, Trade, 92917.217, 73, B05, S02, 1
B05, Trade, 129793.250, 73, B05, S02, 1
B05, Trade, 130689.733, 73, B05, S05, 1
B05, Trade, 203055.933, 73, B05, S00, 1
B05, Trade, 203495.283, 73, B05, S01, 1
B05, Trade, 206759.617, 73, B05, S00, 1
B05, Trade, 244833.817, 73, B05, S02, 1
B05, Trade, 246216.267, 73, B05, S04, 1
B05, Trade, 246849.983, 73, B05, S00, 1
B05, Trade, 247120.217, 73, B05, S02, 1
B05, Trade, 250139.283, 72, B05, S02, 1
B05, Trade, 250223.800, 73, B05, S00, 1
B05, Trade, 279341.467, 73, B05, S02, 1
B05, Trade, 281074.350, 73, B05, S05, 1
B05, Trade, 281920.483, 73, B05, S01, 1
B05, Trade, 282536.967, 73, B05, S04, 1
B05, Trade, 283292.133, 73, B05, S00, 1
B05, Trade, 284078.183, 73, B05, S04, 1
B05, Trade, 284303.883, 73, B05, S03, 1
B05, Trade, 284998.317, 73, B05, S04, 1
B05, Trade, 285039.183, 73, B05, S04, 1
B05, Trade, 285436.983, 73, B05, S00, 1
B05, Trade, 285943.433, 73, B05, S03, 1
B05, Trade, 287127.450, 73, B05, S04, 1
B05, Trade, 287340.383, 72, B05, S00, 1
B05, Trade, 296699.917, 73, B05, S00, 1
B05, Trade, 299252.733, 73, B05, S04, 1
B05, Trade, 299253.917, 73, B05, S05, 1
B05, Trade, 300547.517, 73, B05, S00, 1
B05, Trade, 347596.600, 73, B05, S00, 1
B05, Trade, 392673.300, 73, B05, S00, 1
B05, Trade, 410634.433, 73, B05, S00, 1
B05, Trade, 411845.783, 71, B05, S00, 1
B05, Trade, 413695.883, 73, B05, S00, 1
B05, Trade, 416689.550, 67, B05, S00, 1
B05, Trade, 444136.833, 73, B05, S02, 1
B05, Trade, 543014.667, 73, B05, S00, 1
B05, Trade, 545369.417, 73, B05, S00, 1
B05, Trade, 558331.517, 73, B05, S04, 1
B05, Trade, 572864.333, 73, B05, S00, 1
B05, Trade, 585810.733, 73, B05, S00, 1
B05, Trade, 619549.517, 73, B05, S00, 1
B05, Trade, 619750.434, 73, B05, S01, 1
B05, Trade, 619821.067, 73, B05, S03, 1
B05, Trade, 621145.317, 73, B05, S04, 1
B05, Trade, 621928.584, 73, B05, S02, 1
B05, Trade, 622492.850, 73, B05, S00, 1
B05, Trade, 622745.400, 73, B05, S04, 1
B05, Trade, 623158.600, 73, B05, S04, 1
B05, Trade, 624532.434, 73, B05, S02, 1
B05, Trade, 624745.967, 73, B05, S00, 1
B05, Trade, 627386.800, 73, B05, S00, 1
B05, Trade, 627943.817, 73, B05, S04, 1
