B00, 0
B01, 0
B02, 1
B02, Trade, 320650.667, 65, B02, S01, 1
B03, 4
B03, Trade, 348316.733, 67, B03, S01, 1
B03, Trade, 357392.850, 68, B03, S01, 1
B03, Trade, 371847.633, 68, B03, S01, 1
B03, Trade, 697491.034, 67, B03, S01, 1
B04, 49
B04, Trade, 74413.383, 71, B04, S03, 1
B04, Trade, 76644.717, 71, B04, S00, 1
B04, Trade, 77801.417, 71, B04, S03, 1
B04, Trade, 97075.833, 71, B04, S02, 1
B04, Trade, 97430.983, 70, B04, S03, 1
B04, Trade, 99274.550, 71, B04, S00, 1
B04, Trade, 99775.150, 71, B04, S02, 1
B04, Trade, 117898.233, 71, S02, B04, 1
B04, Trade, 142642.067, 71, B04, S00, 1
B04, Trade, 169916.083, 71, B04, S00, 1
B04, Trade, 172176.600, 71, B04, S04, 1
B04, Trade, 173102.767, 71, B04, S03, 1
B04, Trade, 174733.533, 71, B04, S04, 1
B04, Trade, 175195.467, 71, B04, S02, 1
B04, Trade, 175856.150, 71, B04, S00, 1
B04, Trade, 178017.883, 71, B04, S04, 1
B04, Trade, 179058.033, 71, B04, S02, 1
B04, Trade, 179324.983, 71, B04, S03, 1
B04, Trade, 179339.517, 71, B04, S02, 1
B04, Trade, 179385.100, 71, B04, S00, 1
B04, Trade, 179667.800, 71, B04, S02, 1
B04, Trade, 182537.600, 71, B04, S01, 1
B04, Trade, 236962.550, 71, B04, S01, 1
B04, Trade, 333998.633, 63, B04, S00, 1
B04, Trade, 335727.933, 71, B04, S00, 1
B04, Trade, 348316.617, 70, B04, S03, 1
B04, Trade, 350120.533, 70, B04, S00, 1
B04, Trade, 350810.000, 70, B04, S01, 1
B04, Trade, 380986.733, 69, B04, S00, 1
B04, Trade, 398787.033, 70, B04, S00, 1
B04, Trade, 422108.900, 70, B04, S03, 1
B04, Trade, 422550.033, 70, B04, S00, 1
B04, Trade, 422928.017, 70, B04, S00, 1
B04, Trade, 423185.483, 70, B04, S01, 1
B04, Trade, 423189.833, 70, B04, S03, 1
B04, Trade, 424765.383, 70, B04, S01, 1
B04, Trade, 509084.117, 70, B04, S00, 1
B04, Trade, 574870.383, 66, B04, S02, 1
B04, Trade, 627931.650, 70, B04, S01, 1
B04, Trade, 691309.900, 65, B04, S01, 1
B04, Trade, 693038.417, 71, B04, S01, 1
B04, Trade, 695643.100, 70, B04, S01, 1
B04, Trade, 813383.718, 71, B04, S02, 1
B04, Trade, 814736.418, 71, B04, S02, 1
B04, Trade, 816379.418, 71, B04, S00, 1
B04, Trade, 819731.951, 66, S02, B04, 1
B04, Trade, 820040.701, 71, B04, S01, 1
B04, Trade, 824015.534, 71, B04, S01, 1
B04, Trade, 834292.618, 70, B04, S00, 1
B05, 100
B05, Trade, 411261.433, 72, B05, S03, 1
B05, Trade, 411628.567, 73, B05, S02, 1
B05, Trade, 411838.133, 73, B05, S05, 1
B05, Trade, 412613.533, 72, B05, S01, 1
B05, Trade, 412675.317, 73, B05, S02, 1
B05, Trade, 417990.483, 72, B05, S01, 1
B05, Trade, 417994.983, 72, B05, S00, 1
B05, Trade, 418082.017, 72, B05, S03, 1
B05, Trade, 418181.817, 72, B05, S00, 1
B05, Trade, 418251.650, 72, B05, S01, 1
B05, Trade, 418707.950, 72, B05, S00, 1
B05, Trade, 418901.467, 72, B05, S03, 1
B05, Trade, 419263.350, 70, B05, S01, 1
B05, Trade, 419385.250, 72, B05, S00, 1
B05, Trade, 419434.283, 72, B05, S03, 1
B05, Trade, 419513.900, 72, B05, S01, 1
B05, Trade, 419825.033, 72, B05, S00, 1
B05, Trade, 420503.300, 72, B05, S00, 1
B05, Trade, 420628.200, 72, B05, S01, 1
B05, Trade, 421195.133, 72, B05, S02, 1
B05, Trade, 421215.583, 72, B05, S01, 1
B05, Trade, 421719.500, 72, B05, S00, 1
B05, Trade, 421779.967, 72, B05, S00, 1
B05, Trade, 421998.500, 72, B05, S01, 1
B05, Trade, 422242.133, 72, B05, S00, 1
B05, Trade, 422270.317, 72, B05, S02, 1
B05, Trade, 422696.900, 72, B05, S01, 1
B05, Trade, 422927.517, 72, B05, S03, 1
B05, Trade, 423047.633, 72, B05, S01, 1
B05, Trade, 423120.417, 72, B05, S00, 1
B05, Trade, 423437.817, 72, B05, S03, 1
B05, Trade, 423779.067, 72, B05, S00, 1
B05, Trade, 423824.933, 72, B05, S02, 1
B05, Trade, 423978.033, 72, B05, S00, 1
B05, Trade, 424236.150, 72, B05, S03, 1
B05, Trade, 424558.233, 72, B05, S00, 1
B05, Trade, 433880.483, 73, B05, S01, 1
B05, Trade, 435607.883, 72, S03, B05, 1
B05, Trade, 438746.450, 73, B05, S02, 1
B05, Trade, 460964.450, 72, B05, S00, 1
B05, Trade, 466989.733, 72, B05, S00, 1
B05, Trade, 468282.250, 73, B05, S00, 1
B05, Trade, 469425.083, 73, B05, S00, 1
B05, Trade, 469849.100, 73, B05, S00, 1
B05, Trade, 474132.633, 73, B05, S04, 1
B05, Trade, 475147.933, 73, B05, S01, 1
B05, Trade, 504235.450, 72, B05, S00, 1
B05, Trade, 504502.917, 72, B05, S00, 1
B05, Trade, 505843.333, 72, B05, S00, 1
B05, Trade, 507956.600, 72, B05, S04, 1
B05, Trade, 509139.567, 72, B05, S00, 1
B05, Trade, 509153.900, 72, B05, S00, 1
B05, Trade, 509499.033, 72, B05, S00, 1
B05, Trade, 510816.383, 72, B05, S04, 1
B05, Trade, 511164.067, 72, B05, S04, 1
B05, Trade, 514945.850, 73, B05, S05, 1
B05, Trade, 519871.967, 73, B05, S00, 1
B05, Trade, 533756.533, 72, B05, S04, 1
B05, Trade, 537304.733, 72, B05, S03, 1
B05, Trade, 538688.117, 72, B05, S03, 1
B05, Trade, 541415.617, 73, B05, S05, 1
B05, Trade, 542669.983, 73, B05, S02, 1
B05, Trade, 543017.767, 73, B05, S05, 1
B05, Trade, 543298.633, 73, B05, S04, 1
B05, Trade, 543362.517, 73, B05, S02, 1
