B00, 0
B01, 1
B01, Trade, 671317.567, 62, B01, S00, 1
B02, 0
B03, 6
B03, Trade, 203403.467, 68, B03, S01, 1
B03, Trade, 366774.733, 68, B03, S03, 1
B03, Trade, 558286.267, 68, B03, S00, 1
B03, Trade, 711541.517, 68, B03, S03, 1
B03, Trade, 741974.501, 66, B03, S02, 1
B03, Trade, 749057.367, 64, B03, S00, 1
B04, 100
B04, Trade, 416092.467, 71, B04, S02, 1
B04, Trade, 422384.567, 71, B04, S03, 1
B04, Trade, 449502.933, 71, B04, S01, 1
B04, Trade, 451468.150, 71, B04, S01, 1
B04, Trade, 451715.133, 71, B04, S01, 1
B04, Trade, 492513.600, 71, B04, S02, 1
B04, Trade, 495999.967, 71, B04, S00, 1
B04, Trade, 503129.200, 70, B04, S03, 1
B04, Trade, 556258.350, 71, B04, S04, 1
B04, Trade, 556513.817, 70, B04, S03, 1
B04, Trade, 565312.900, 71, B04, S00, 1
B04, Trade, 566153.867, 71, B04, S00, 1
B04, Trade, 571937.117, 71, B04, S00, 1
B04, Trade, 586210.567, 71, B04, S02, 1
B04, Trade, 597576.333, 71, B04, S00, 1
B04, Trade, 604705.600, 71, B04, S04, 1
B04, Trade, 615171.034, 71, B04, S03, 1
B04, Trade, 616851.200, 71, B04, S03, 1
B04, Trade, 626850.817, 70, B04, S02, 1
B04, Trade, 632609.317, 71, B04, S03, 1
B04, Trade, 633667.500, 71, B04, S03, 1
B04, Trade, 633767.650, 71, B04, S03, 1
B04, Trade, 634871.784, 71, B04, S02, 1
B04, Trade, 636297.134, 71, B04, S03, 1
B04, Trade, 636779.267, 69, B04, S01, 1
B04, Trade, 636964.600, 71, B04, S03, 1
B04, Trade, 638343.550, 71, B04, S02, 1
B04, Trade, 645416.184, 71, B04, S01, 1
B04, Trade, 657450.750, 71, B04, S04, 1
B04, Trade, 659513.934, 71, B04, S00, 1
B04, Trade, 675555.767, 66, B04, S02, 1
B04, Trade, 700755.317, 68, B04, S00, 1
B04, Trade, 731984.917, 71, B04, S02, 1
B04, Trade, 741676.017, 71, B04, S02, 1
B04, Trade, 741838.201, 71, B04, S00, 1
B04, Trade, 741970.951, 71, B04, S03, 1
B04, Trade, 742101.217, 71, B04, S03, 1
B04, Trade, 742485.901, 71, B04, S04, 1
B04, Trade, 742878.717, 71, B04, S00, 1
B04, Trade, 743225.184, 70, S03, B04, 1
B04, Trade, 743365.534, 71, B04, S03, 1
B04, Trade, 743674.834, 71, B04, S04, 1
B04, Trade, 743701.734, 71, B04, S02, 1
B04, Trade, 743757.184, 71, B04, S03, 1
B04, Trade, 743795.801, 71, S03, B04, 1
B04, Trade, 743869.767, 71, B04, S02, 1
B04, Trade, 743924.117, 71, B04, S02, 1
B04, Trade, 744040.567, 68, B04, S03, 1
B04, Trade, 744238.967, 71, B04, S02, 1
B04, Trade, 744466.917, 71, B04, S03, 1
B04, Trade, 744809.417, 71, B04, S04, 1
B04, Trade, 745088.934, 71, B04, S01, 1
B04, Trade, 745453.767, 71, B04, S02, 1
B04, Trade, 745558.284, 71, B04, S04, 1
B04, Trade, 745860.601, 71, B04, S03, 1
B04, Trade, 746164.484, 71, B04, S01, 1
B04, Trade, 746243.817, 71, B04, S01, 1
B04, Trade, 746372.184, 71, B04, S03, 1
B04, Trade, 746530.617, 71, B04, S01, 1
B04, Trade, 747738.984, 70, B04, S00, 1
B04, Trade, 747746.917, 71, B04, S02, 1
B04, Trade, 747752.101, 71, B04, S03, 1
B04, Trade, 747997.651, 71, B04, S04, 1
B04, Trade, 748195.717, 70, B04, S00, 1
B04, Trade, 748414.567, 71, B04, S02, 1
B04, Trade, 748638.117, 71, B04, S03, 1
B04, Trade, 748723.367, 71, B04, S02, 1
B04, Trade, 748774.067, 70, B04, S03, 1
B04, Trade, 748905.817, 70, B04, S00, 1
B04, Trade, 749332.901, 71, B04, S02, 1
B04, Trade, 749426.317, 71, B04, S02, 1
B04, Trade, 750289.817, 71, B04, S02, 1
B04, Trade, 751161.301, 71, B04, S03, 1
B04, Trade, 751309.717, 71, B04, S02, 1
B04, Trade, 751549.934, 71, B04, S00, 1
B04, Trade, 751810.767, 71, B04, S02, 1
B04, Trade, 752122.634, 71, B04, S02, 1
B04, Trade, 752833.167, 71, B04, S02, 1
B04, Trade, 753475.884, 71, B04, S03, 1
B04, Trade, 753870.734, 71, B04, S00, 1
B04, Trade, 754087.784, 71, B04, S00, 1
B04, Trade, 754261.984, 70, B04, S02, 1
B04, Trade, 754837.684, 71, B04, S00, 1
B04, Trade, 754878.284, 71, B04, S03, 1
B04, Trade, 755201.984, 71, B04, S04, 1
B04, Trade, 814914.518, 70, B04, S01, 1
B04, Trade, 815616.984, 67, B04, S02, 1
B04, Trade, 821926.518, 71, B04, S00, 1
B04, Trade, 822019.884, 71, B04, S00, 1
B04, Trade, 823102.151, 71, B04, S03, 1
B04, Trade, 823186.868, 71, B04, S02, 1
B04, Trade, 823323.934, 71, B04, S01, 1
B04, Trade, 823573.118, 71, B04, S00, 1
B04, Trade, 824310.601, 71, B04, S02, 1
B04, Trade, 825157.984, 70, B04, S01, 1
B04, Trade, 825368.434, 71, B04, S04, 1
B04, Trade, 825434.701, 71, B04, S01, 1
B04, Trade, 826038.618, 71, B04, S00, 1
B04, Trade, 826214.934, 71, B04, S00, 1
B04, Trade, 862822.401, 71, B04, S02, 1
B05, 56
B05, Trade, 362092.267, 72, B05, S01, 1
B05, Trade, 363926.767, 71, B05, S01, 1
B05, Trade, 495454.133, 66, B05, S02, 1
B05, Trade, 517402.733, 71, B05, S01, 1
B05, Trade, 570938.500, 73, B05, S05, 1
B05, Trade, 577748.333, 71, B05, S04, 1
B05, Trade, 614102.967, 71, B05, S01, 1
B05, Trade, 615407.134, 73, B05, S01, 1
B05, Trade, 618537.417, 73, B05, S04, 1
B05, Trade, 633974.967, 70, B05, S02, 1
B05, Trade, 638322.417, 73, B05, S00, 1
B05, Trade, 641429.917, 73, B05, S01, 1
B05, Trade, 644802.684, 73, B05, S04, 1
B05, Trade, 645113.867, 73, B05, S01, 1
